0.5	0.906634	0.55149	x	0.928688
1	0.837515	1.19401	x	0.83688
1.5	0.713641	2.1019	x	0.713773
2	0.65114	3.07153	x	0.6551
2.5	0.611124	4.09083	x	0.611644
3	0.583036	5.14548	x	0.585225
3.5	0.562131	6.2263	x	0.561388
4	0.547337	7.30812	x	0.549354
4.5	0.535382	8.40521	x	0.535467
5	0.526382	9.4988	x	0.526741
5.5	0.51928	10.5916	x	0.518372
6	0.513007	11.6957	x	0.513009
6.5	0.507319	12.8125	x	0.50737
7	0.502878	13.9199	x	0.502141
7.5	0.499752	15.0074	x	0.500028
