0.5	0.678092	0.737363	x	0.75
1	0.597979	1.6723	x	0.6
1.5	0.567664	2.64241	x	0.519231
2	0.536105	3.73061	x	0.529412
2.5	0.529719	4.71948	x	0.491803
3	0.52954	5.6653	x	0.483871
3.5	0.519286	6.74002	x	0.547826
4	0.523208	7.64515	x	0.48
4.5	0.521727	8.6252	x	0.521739
5	0.508738	9.82825	x	0.519481
5.5	0.514041	10.6995	x	0.473458
6	0.516555	11.6154	x	0.477454
6.5	0.493558	13.1697	x	0.48861
7	0.512122	13.6686	x	0.536585
7.5	0.517891	14.4818	x	0.486925
