0.5	0.742618	0.673294	x	0.791367
1	0.631501	1.58353	x	0.59744
1.5	0.563636	2.66129	x	0.559767
2	0.536599	3.72718	x	0.559579
2.5	0.517573	4.83024	x	0.534679
3	0.504731	5.94376	x	0.517869
3.5	0.497783	7.03118	x	0.503233
4	0.492041	8.12941	x	0.477729
4.5	0.486202	9.25541	x	0.471616
5	0.477598	10.4691	x	0.482665
5.5	0.467383	11.7676	x	0.471429
6	0.443671	13.5235	x	0.423853
6.5	0.406555	15.988	x	0.407067
7	0.332783	21.0348	x	0.33056
7.5	0.111538	67.2415	x	0.107718
