0.5	0.829979	0.602425	x	0.802038
1	0.736035	1.35863	x	0.744408
1.5	0.626636	2.39373	x	0.629301
2	0.57705	3.46591	x	0.571421
2.5	0.549345	4.55088	x	0.54683
3	0.531603	5.64331	x	0.530567
3.5	0.515182	6.79371	x	0.512854
4	0.491254	8.14242	x	0.491514
4.5	0.458144	9.82223	x	0.454504
5	0.409746	12.2027	x	0.409737
5.5	0.27726	19.837	x	0.280677
6	0.0660948	90.7788	x	0.0714434
6.5	0.0194509	334.174	x	0.0189656
