0.5	0.557519	0.896831	x	0.55
1	0.517835	1.93112	x	0.472527
1.5	0.502907	2.98266	x	0.5
2	0.496843	4.02542	x	0.467391
2.5	0.496837	5.03183	x	0.464912
3	0.493032	6.0848	x	0.452297
3.5	0.491429	7.12209	x	0.459877
4	0.495875	8.06655	x	0.518968
4.5	0.486181	9.25582	x	0.445131
5	0.477812	10.4644	x	0.455125
5.5	0.467108	11.7746	x	0.435625
6	0.44727	13.4147	x	0.426667
6.5	0.419889	15.4803	x	0.413243
7	0.357495	19.5807	x	0.376806
7.5	0.237637	31.5608	x	0.229314
