0.5	0.780842	0.640335	x	0.784091
1	0.7124	1.4037	x	0.706334
1.5	0.631572	2.37503	x	0.625453
2	0.581104	3.44172	x	0.592044
2.5	0.555631	4.49939	x	0.568346
3	0.536123	5.59573	x	0.527539
3.5	0.515642	6.78766	x	0.504103
4	0.496875	8.05032	x	0.485193
4.5	0.46274	9.72469	x	0.446407
5	0.420099	11.902	x	0.420663
5.5	0.322278	17.066	x	0.319122
6	0.0937805	63.9792	x	0.0940578
