ElimB	EunlBeff	EunlB
0.88050	0.88660	0.89321
0.91918	0.92253	0.92722
0.94415	0.94650	0.94986
0.96095	0.96348	0.96585
0.97525	0.97522	0.97685
0.98345	0.98325	0.98448
0.98951	0.98876	0.98968
0.17645	0.20750	0.28750
0.17645	0.20750	0.28750
0.34335	0.35713	0.42335
0.40261	0.41617	0.47726
0.53616	0.54994	0.59606
0.66342	0.67482	0.70991
0.74841	0.75701	0.78374
0.81976	0.82870	0.84796
0.87249	0.88066	0.89445
0.91560	0.91928	0.92878
0.93801	0.94463	0.95145
0.95849	0.96270	0.96727
0.97295	0.97475	0.97795
0.98217	0.98292	0.98515
0.26333	0.27407	0.41977
0.33378	0.33990	0.47374
0.48443	0.49392	0.59326
0.62689	0.63831	0.70815
0.71515	0.72873	0.78268
0.79848	0.80969	0.84745
0.85685	0.86757	0.89425
0.90328	0.91087	0.92874
0.93331	0.93949	0.95146
0.95233	0.95902	0.96726
0.96927	0.97233	0.97790
0.98030	0.98123	0.98505
0.21001	0.21466	0.47098
0.37820	0.35577	0.59302
0.56220	0.56228	0.71092
0.66898	0.68002	0.78654
0.76488	0.78059	0.85105
0.83214	0.85073	0.89675
0.88715	0.90057	0.92992
0.91950	0.93168	0.95164
0.94586	0.95374	0.96684
0.96338	0.96829	0.97729
0.97630	0.97836	0.98460
0.41584	0.33802	0.71409
0.57625	0.54575	0.79057
0.70323	0.70891	0.85456
0.79201	0.81350	0.89921
0.85783	0.87814	0.93142
0.90037	0.91830	0.95256
0.92991	0.94507	0.96752
0.95385	0.96316	0.97801
0.96930	0.97515	0.98554
0.68147	0.64629	0.90075
0.78927	0.80746	0.93205
0.85670	0.88286	0.95250
0.89799	0.92311	0.96698
0.93377	0.95065	0.97719
0.95626	0.96701	0.98460
0.91296	0.93896	0.98581
0.29046	0.29203	0.29831
0.29046	0.29203	0.29831
0.43151	0.43721	0.44073
0.48744	0.49166	0.49451
0.60533	0.60698	0.60919
0.71689	0.71467	0.71648
0.78852	0.78449	0.78607
0.84974	0.84620	0.84744
0.89380	0.89178	0.89281
0.92753	0.92641	0.92708
0.94752	0.94966	0.95018
0.96543	0.96623	0.96657
0.97674	0.97753	0.97777
0.98447	0.98519	0.98538
0.99064	0.99020	0.99035
0.26531	0.27396	0.29131
0.26531	0.27396	0.29131
0.41152	0.41738	0.42834
0.46810	0.47263	0.48194
0.59070	0.59187	0.59937
0.70461	0.70537	0.71151
0.77681	0.77896	0.78415
0.84670	0.84342	0.84736
0.88900	0.89013	0.89321
0.92446	0.92509	0.92722
0.94735	0.94834	0.94986
0.96279	0.96479	0.96585
0.97735	0.97609	0.97685
0.98358	0.98388	0.98448
0.23003	0.24829	0.28750
0.23003	0.24829	0.28750
0.38490	0.39514	0.42335
0.44444	0.45319	0.47726
0.57357	0.57836	0.59606
0.69093	0.69544	0.70991
0.76844	0.77215	0.78374
0.83607	0.83916	0.84796
0.88378	0.88785	0.89445
0.92185	0.92414	0.92878
0.94506	0.94817	0.95145
0.96152	0.96498	0.96727
0.97346	0.97637	0.97795
0.98332	0.98401	0.98515
0.18039	0.21108	0.28527
0.18039	0.21108	0.28527
0.34967	0.36125	0.41977
0.41004	0.42129	0.47374
0.54355	0.55328	0.59326
0.67140	0.67880	0.70815
0.75789	0.76057	0.78268
0.82841	0.83097	0.84745
0.87744	0.88252	0.89425
0.91880	0.92069	0.92874
0.94121	0.94553	0.95146
0.95853	0.96320	0.96726
0.97357	0.97514	0.97790
0.98278	0.98304	0.98505
0.28408	0.29482	0.41667
0.35673	0.36305	0.47098
0.50082	0.51209	0.59302
0.64458	0.65519	0.71092
0.73539	0.74671	0.78654
0.81140	0.82204	0.85105
0.86783	0.87644	0.89675
0.91046	0.91675	0.92992
0.93640	0.94225	0.95164
0.95546	0.96042	0.96684
0.96943	0.97275	0.97729
0.98150	0.98138	0.98460
0.19955	0.21392	0.41134
0.27110	0.26513	0.46658
0.43936	0.43108	0.59263
0.60068	0.60756	0.71409
0.70379	0.71668	0.79057
0.78695	0.80584	0.85456
0.84709	0.86552	0.89921
0.89632	0.91000	0.93142
0.92793	0.93829	0.95256
0.94908	0.95740	0.96752
0.96688	0.97106	0.97801
0.97947	0.98055	0.98554
0.31891	0.27452	0.59124
0.52862	0.50008	0.71562
0.64381	0.64873	0.79307
0.74916	0.76755	0.85689
0.82486	0.84637	0.90075
0.87850	0.89731	0.93205
0.91924	0.93080	0.95250
0.94149	0.95207	0.96698
0.96206	0.96710	0.97719
0.97422	0.97734	0.98460
0.54842	0.48362	0.79333
0.67724	0.66936	0.85690
0.77894	0.79666	0.90087
0.85082	0.87324	0.93245
0.89525	0.91516	0.95318
0.92856	0.94371	0.96791
0.77311	0.78621	0.93259
0.85285	0.87749	0.95298
0.29452	0.29537	0.29831
0.29452	0.29537	0.29831
0.43455	0.43946	0.44073
0.48958	0.49348	0.49451
0.60949	0.60837	0.60919
0.71948	0.71585	0.71648
0.78728	0.78553	0.78607
0.85036	0.84694	0.84744
0.89377	0.89244	0.89281
0.93023	0.92678	0.92708
0.94555	0.94996	0.95018
0.96338	0.96643	0.96657
0.97607	0.97768	0.97777
0.98559	0.98530	0.98538
0.99041	0.99029	0.99035
0.27869	0.28268	0.29131
0.27869	0.28268	0.29131
0.41908	0.42352	0.42834
0.47622	0.47800	0.48194
0.59491	0.59623	0.59937
0.70985	0.70914	0.71151
0.78589	0.78226	0.78415
0.84773	0.84571	0.84736
0.89425	0.89189	0.89321
0.92676	0.92627	0.92722
0.94612	0.94912	0.94986
0.96473	0.96534	0.96585
0.97765	0.97649	0.97685
0.98608	0.98421	0.98448
0.25934	0.26795	0.28750
0.25934	0.26795	0.28750
0.40420	0.41130	0.42335
0.45783	0.46597	0.47726
0.58464	0.58808	0.59606
0.70552	0.70386	0.70991
0.77856	0.77856	0.78374
0.84137	0.84393	0.84796
0.88988	0.89140	0.89445
0.92420	0.92657	0.92878
0.94548	0.94979	0.95145
0.96406	0.96614	0.96727
0.97650	0.97716	0.97795
0.98429	0.98454	0.98515
0.22818	0.24648	0.28527
0.22818	0.24648	0.28527
0.38288	0.39314	0.41977
0.44176	0.45024	0.47374
0.57025	0.57514	0.59326
0.69591	0.69516	0.70815
0.77111	0.77173	0.78268
0.83407	0.83902	0.84745
0.88640	0.88820	0.89425
0.92161	0.92446	0.92874
0.94606	0.94841	0.95146
0.96311	0.96511	0.96726
0.97428	0.97638	0.97790
0.98309	0.98394	0.98505
0.18168	0.21246	0.28398
0.18168	0.21246	0.28398
0.35199	0.36288	0.41667
0.41470	0.42398	0.47098
0.55137	0.55819	0.59302
0.67969	0.68546	0.71092
0.76082	0.76656	0.78654
0.83137	0.83664	0.85105
0.87822	0.88614	0.89675
0.91858	0.92257	0.92992
0.94347	0.94677	0.95164
0.96188	0.96336	0.96684
0.97345	0.97490	0.97729
0.98359	0.98277	0.98460
0.30541	0.31204	0.41134
0.36923	0.37296	0.46658
0.52215	0.52818	0.59263
0.65823	0.66873	0.71409
0.74800	0.75849	0.79057
0.82343	0.83260	0.85456
0.87181	0.88305	0.89921
0.91229	0.92045	0.93142
0.93923	0.94504	0.95256
0.95752	0.96223	0.96752
0.97172	0.97420	0.97801
0.98116	0.98267	0.98554
0.23310	0.24007	0.40717
0.31190	0.30512	0.46270
0.47417	0.46997	0.59124
0.62753	0.63573	0.71562
0.72168	0.73640	0.79307
0.80325	0.81971	0.85689
0.86747	0.87783	0.90075
0.90566	0.91607	0.93205
0.93392	0.94165	0.95250
0.95366	0.95943	0.96698
0.97079	0.97196	0.97719
0.98121	0.98066	0.98460
0.21156	0.21328	0.46438
0.40877	0.37793	0.59301
0.57671	0.57460	0.71650
0.69047	0.70163	0.79333
0.77862	0.79724	0.85690
0.84748	0.86419	0.90087
0.89145	0.90687	0.93245
0.92622	0.93662	0.95318
0.94973	0.95664	0.96791
0.96362	0.97033	0.97829
0.97760	0.98024	0.98581
0.48822	0.43091	0.71801
0.63464	0.62206	0.79550
0.74049	0.75682	0.85860
0.81861	0.83958	0.90172
0.87646	0.89421	0.93259
0.91384	0.92806	0.95298
0.94160	0.95143	0.96765
0.96099	0.96675	0.97820
0.50803	0.41028	0.79714
0.66229	0.64067	0.85984
0.76642	0.78296	0.90280
0.84946	0.87053	0.93348
0.89492	0.91441	0.95357
0.78272	0.79318	0.93119
0.85093	0.87576	0.95176
0.17859	0.20314	0.37033
0.24178	0.26959	0.40746
0.37541	0.40336	0.49440
0.51586	0.53715	0.59571
0.61880	0.63897	0.67741
0.71301	0.73097	0.76136
0.78621	0.80432	0.82963
0.85148	0.86490	0.88347
0.89272	0.90637	0.92023
0.92695	0.93670	0.94630
0.95221	0.95766	0.96413
0.96845	0.97191	0.97634
0.24623	0.28190	0.47896
0.35467	0.36977	0.57891
0.50456	0.52561	0.66202
0.62803	0.65396	0.74909
0.71700	0.74438	0.82024
0.79478	0.81860	0.87614
0.85078	0.87172	0.91423
0.89577	0.91104	0.94147
0.17718	0.20784	0.27087
0.17718	0.20784	0.27087
0.31321	0.33112	0.37033
0.36150	0.37630	0.40746
0.46307	0.47408	0.49440
0.57484	0.58329	0.59571
0.66519	0.66875	0.67741
0.74996	0.75333	0.76136
0.81869	0.82305	0.82963
0.87343	0.87848	0.88347
0.91211	0.91676	0.92023
0.93991	0.94400	0.94630
0.96082	0.96254	0.96413
0.97437	0.97525	0.97634
0.21634	0.23649	0.35957
0.28780	0.31449	0.39522
0.41547	0.44127	0.47896
0.53117	0.54200	0.57891
0.63108	0.63896	0.66202
0.72189	0.73018	0.74909
0.79524	0.80481	0.82024
0.85836	0.86482	0.87614
0.89942	0.90617	0.91423
0.93071	0.93579	0.94147
0.95376	0.95651	0.96054
0.97050	0.97134	0.97416
0.35267	0.39410	0.46980
0.47385	0.49477	0.56966
0.57914	0.59439	0.65485
0.68692	0.70277	0.74466
0.76653	0.78366	0.81746
0.83420	0.84829	0.87392
0.88182	0.89396	0.91207
0.91836	0.92633	0.93941
0.30248	0.30288	0.56185
0.45700	0.46029	0.64962
0.61260	0.62749	0.74248
0.70629	0.72764	0.81659
0.78624	0.80644	0.87301
0.84134	0.86133	0.91078
0.88996	0.90309	0.93797
0.23506	0.24959	0.27087
0.23506	0.24959	0.27087
0.35212	0.35908	0.37033
0.39417	0.39901	0.40746
0.48406	0.48884	0.49440
0.58762	0.59225	0.59571
0.67692	0.67509	0.67741
0.75997	0.75901	0.76136
0.82719	0.82768	0.82963
0.88222	0.88199	0.88347
0.91574	0.91920	0.92023
0.94336	0.94560	0.94630
0.96295	0.96362	0.96413
0.97605	0.97602	0.97634
0.17516	0.20380	0.26381
0.17516	0.20380	0.26381
0.31323	0.32623	0.35957
0.36096	0.37318	0.39522
0.45751	0.46371	0.47896
0.56311	0.56797	0.57891
0.65670	0.65568	0.66202
0.74377	0.74342	0.74909
0.81203	0.81564	0.82024
0.86948	0.87269	0.87614
0.90875	0.91179	0.91423
0.93797	0.93973	0.94147
0.95867	0.95935	0.96054
0.97341	0.97330	0.97416
0.23945	0.26047	0.35439
0.31032	0.33220	0.38863
0.42291	0.44176	0.46980
0.53820	0.54545	0.56966
0.63481	0.63916	0.65485
0.72727	0.73222	0.74466
0.79947	0.80730	0.81746
0.86138	0.86679	0.87392
0.90218	0.90718	0.91207
0.93276	0.93579	0.93941
0.95505	0.95631	0.95883
0.97076	0.97118	0.97307
0.21821	0.23521	0.38342
0.38921	0.41908	0.46197
0.50298	0.51436	0.56185
0.60630	0.61536	0.64962
0.70697	0.71696	0.74248
0.78405	0.79700	0.81659
0.84854	0.85914	0.87301
0.89228	0.90063	0.91078
0.92641	0.93071	0.93797
0.95091	0.95243	0.95759
0.96783	0.96839	0.97236
0.32287	0.36092	0.45912
0.44876	0.46712	0.55855
0.55441	0.56734	0.64618
0.67382	0.68817	0.73949
0.75384	0.77217	0.81440
0.82643	0.84176	0.87160
0.87525	0.88813	0.90992
0.91407	0.92210	0.93745
0.41765	0.40774	0.64428
0.60167	0.61208	0.73721
0.69595	0.71076	0.81257
0.77875	0.79495	0.87057
0.83870	0.85389	0.90949
0.25830	0.26354	0.27087
0.25830	0.26354	0.27087
0.36421	0.36665	0.37033
0.40402	0.40480	0.40746
0.49072	0.49290	0.49440
0.59268	0.59493	0.59571
0.67967	0.67679	0.67741
0.76430	0.76071	0.76136
0.82920	0.82897	0.82963
0.88258	0.88302	0.88347
0.91811	0.91991	0.92023
0.94464	0.94609	0.94630
0.96388	0.96398	0.96413
0.97643	0.97623	0.97634
0.22625	0.24100	0.26381
0.22625	0.24100	0.26381
0.34327	0.34761	0.35957
0.38224	0.38727	0.39522
0.47336	0.47401	0.47896
0.57354	0.57569	0.57891
0.66276	0.65989	0.66202
0.75039	0.74723	0.74909
0.81797	0.81860	0.82024
0.87593	0.87499	0.87614
0.91187	0.91346	0.91423
0.93930	0.94087	0.94147
0.96032	0.96015	0.96054
0.97465	0.97388	0.97416
0.17630	0.20298	0.26143
0.17630	0.20298	0.26143
0.31142	0.32404	0.35439
0.35860	0.36919	0.38863
0.45010	0.45893	0.46980
0.55629	0.55995	0.56966
0.65012	0.64946	0.65485
0.73968	0.74049	0.74466
0.81103	0.81412	0.81746
0.86993	0.87145	0.87392
0.90772	0.91033	0.91207
0.93685	0.93817	0.93941
0.95841	0.95794	0.95883
0.97284	0.97242	0.97307
0.25775	0.27682	0.35043
0.32237	0.34080	0.38342
0.43124	0.44734	0.46197
0.54104	0.54489	0.56185
0.63783	0.63864	0.64962
0.73111	0.73386	0.74248
0.80284	0.80974	0.81659
0.86277	0.86817	0.87301
0.90318	0.90730	0.91078
0.93405	0.93547	0.93797
0.95610	0.95580	0.95759
0.97196	0.97106	0.97236
0.25821	0.27863	0.38065
0.40858	0.43147	0.45912
0.51929	0.52710	0.55855
0.61692	0.62277	0.64618
0.71630	0.72302	0.73949
0.79244	0.80190	0.81440
0.85530	0.86235	0.87160
0.89736	0.90326	0.90992
0.92986	0.93275	0.93745
0.95307	0.95386	0.95727
0.96991	0.96962	0.97213
0.36995	0.40194	0.45838
0.48980	0.50562	0.55744
0.58581	0.59839	0.64428
0.69973	0.70871	0.73721
0.77630	0.78866	0.81257
0.84330	0.85358	0.87057
0.88803	0.89705	0.90949
0.92285	0.92841	0.93733
0.29142	0.32418	0.45690
0.42229	0.44150	0.55607
0.53368	0.54807	0.64323
0.66599	0.68016	0.73639
0.75041	0.76702	0.81173
0.82214	0.83643	0.86970
0.87152	0.88412	0.90874
0.38947	0.36082	0.64243
0.60144	0.60875	0.73551
0.69189	0.70386	0.81099
0.77404	0.78844	0.86923
0.83648	0.85023	0.90852
0.26703	0.26801	0.27087
0.26703	0.26801	0.27087
0.36886	0.36912	0.37033
0.40577	0.40666	0.40746
0.49235	0.49387	0.49440
0.59344	0.59548	0.59571
0.68082	0.67726	0.67741
0.76319	0.76120	0.76136
0.83108	0.82943	0.82963
0.88443	0.88336	0.88347
0.91900	0.92012	0.92023
0.94472	0.94623	0.94630
0.96386	0.96408	0.96413
0.97612	0.97630	0.97634
0.24751	0.25424	0.26381
0.24751	0.25424	0.26381
0.35474	0.35533	0.35957
0.39066	0.39257	0.39522
0.47787	0.47712	0.47896
0.57682	0.57783	0.57891
0.66539	0.66142	0.66202
0.75203	0.74843	0.74909
0.82084	0.81968	0.82024
0.87647	0.87577	0.87614
0.91260	0.91394	0.91423
0.94004	0.94128	0.94147
0.96085	0.96041	0.96054
0.97482	0.97407	0.97416
0.22035	0.23699	0.26143
0.22035	0.23699	0.26143
0.33810	0.34275	0.35439
0.37625	0.38132	0.38863
0.46229	0.46534	0.46980
0.56423	0.56621	0.56966
0.65559	0.65302	0.65485
0.74633	0.74322	0.74466
0.81439	0.81631	0.81746
0.87201	0.87303	0.87392
0.90912	0.91143	0.91207
0.93808	0.93894	0.93941
0.95868	0.95851	0.95883
0.97330	0.97284	0.97307
0.17836	0.20292	0.25933
0.17836	0.20292	0.25933
0.31312	0.32351	0.35043
0.35895	0.36728	0.38342
0.44545	0.45609	0.46197
0.55494	0.55492	0.56185
0.64819	0.64574	0.64962
0.73946	0.73942	0.74248
0.81042	0.81414	0.81659
0.86847	0.87128	0.87301
0.90785	0.90952	0.91078
0.93717	0.93708	0.93797
0.95806	0.95691	0.95759
0.97318	0.97187	0.97236
0.26974	0.28552	0.34760
0.33280	0.34697	0.38065
0.43207	0.44728	0.45912
0.54457	0.54725	0.55855
0.63855	0.63785	0.64618
0.73210	0.73337	0.73949
0.80437	0.80951	0.81440
0.86500	0.86820	0.87160
0.90346	0.90736	0.90992
0.93488	0.93565	0.93745
0.95691	0.95601	0.95727
0.97208	0.97118	0.97213
0.19953	0.21035	0.34616
0.28710	0.30754	0.37943
0.41699	0.43717	0.45838
0.52697	0.53493	0.55744
0.62552	0.62902	0.64428
0.72380	0.72644	0.73721
0.79681	0.80355	0.81257
0.85870	0.86419	0.87057
0.89906	0.90466	0.90949
0.93091	0.93409	0.93733
0.95481	0.95479	0.95716
0.97050	0.97017	0.97184
0.20855	0.21924	0.37840
0.39193	0.41853	0.45690
0.51045	0.52248	0.55607
0.60188	0.61299	0.64323
0.71110	0.71754	0.73639
0.78591	0.79629	0.81173
0.85041	0.85831	0.86970
0.89323	0.90051	0.90874
0.92686	0.93105	0.93689
0.95096	0.95280	0.95719
0.35178	0.38524	0.45583
0.47712	0.49354	0.55532
0.57412	0.58807	0.64243
0.69237	0.70262	0.73551
0.77151	0.78483	0.81099
0.83835	0.84952	0.86923
0.88440	0.89398	0.90852
0.40242	0.41756	0.55451
0.51898	0.53212	0.64136
0.66066	0.67406	0.73463
0.74286	0.75978	0.81038
0.81803	0.83225	0.86878
0.87015	0.88230	0.90816
0.26374	0.28722	0.45576
0.59990	0.60689	0.73500
0.69483	0.70467	0.81024
0.77335	0.78515	0.86865
0.83290	0.84544	0.90825
0.26949	0.26972	0.27087
0.26949	0.26972	0.27087
0.37074	0.36998	0.37033
0.40662	0.40720	0.40746
0.49282	0.49427	0.49440
0.59340	0.59567	0.59571
0.68135	0.67736	0.67741
0.76516	0.76130	0.76136
0.82957	0.82955	0.82963
0.88418	0.88344	0.88347
0.91884	0.92019	0.92023
0.94526	0.94628	0.94630
0.96393	0.96411	0.96413
0.97654	0.97633	0.97634
0.25700	0.25967	0.26381
0.25700	0.25967	0.26381
0.35932	0.35799	0.35957
0.39144	0.39416	0.39522
0.47703	0.47836	0.47896
0.57584	0.57856	0.57891
0.66615	0.66186	0.66202
0.75236	0.74890	0.74909
0.82128	0.82008	0.82024
0.87766	0.87603	0.87614
0.91309	0.91415	0.91423
0.94055	0.94141	0.94147
0.96056	0.96050	0.96054
0.97490	0.97413	0.97416
0.24184	0.25057	0.26143
0.24184	0.25057	0.26143
0.34793	0.34946	0.35439
0.38427	0.38583	0.38863
0.46371	0.46793	0.46980
0.56657	0.56847	0.56966
0.65931	0.65426	0.65485
0.74550	0.74411	0.74466
0.81519	0.81692	0.81746
0.87317	0.87359	0.87392
0.91052	0.91184	0.91207
0.93930	0.93926	0.93941
0.95952	0.95871	0.95883
0.97351	0.97298	0.97307
0.21677	0.23326	0.25933
0.21677	0.23326	0.25933
0.33459	0.33868	0.35043
0.37359	0.37669	0.38342
0.45097	0.45947	0.46197
0.56103	0.55920	0.56185
0.65102	0.64799	0.64962
0.74274	0.74130	0.74248
0.81293	0.81572	0.81659
0.87032	0.87231	0.87301
0.90908	0.91031	0.91078
0.93813	0.93763	0.93797
0.95871	0.95734	0.95759
0.97346	0.97217	0.97236
0.17651	0.20061	0.25679
0.17651	0.20061	0.25679
0.31328	0.32277	0.34760
0.36087	0.36696	0.38065
0.44353	0.45405	0.45912
0.55288	0.55306	0.55855
0.64579	0.64287	0.64618
0.73889	0.73702	0.73949
0.80955	0.81254	0.81440
0.86834	0.87021	0.87160
0.90692	0.90891	0.90992
0.93663	0.93677	0.93745
0.95829	0.95675	0.95727
0.97300	0.97176	0.97213
0.27990	0.29391	0.34616
0.33814	0.35093	0.37943
0.43564	0.44892	0.45838
0.54618	0.54881	0.55744
0.63867	0.63820	0.64428
0.73350	0.73261	0.73721
0.80418	0.80863	0.81257
0.86426	0.86780	0.87057
0.90453	0.90757	0.90949
0.93473	0.93599	0.93733
0.95709	0.95617	0.95716
0.97227	0.97116	0.97184
0.22077	0.23436	0.34547
0.29988	0.31982	0.37840
0.42421	0.44047	0.45690
0.53258	0.53821	0.55607
0.62936	0.63202	0.64323
0.72645	0.72822	0.73639
0.80007	0.80552	0.81173
0.86071	0.86492	0.86970
0.90163	0.90548	0.90874
0.93252	0.93454	0.93689
0.95501	0.95544	0.95719
0.24112	0.25644	0.37675
0.40681	0.42805	0.45583
0.51861	0.52873	0.55532
0.61495	0.62197	0.64243
0.71976	0.72269	0.73551
0.79267	0.80061	0.81099
0.85577	0.86144	0.86923
0.89706	0.90285	0.90852
0.92987	0.93291	0.93685
0.95286	0.95415	0.95726
0.38055	0.40905	0.45576
0.50001	0.51346	0.55451
0.59227	0.60484	0.64136
0.70726	0.71393	0.73463
0.78208	0.79256	0.81038
0.84659	0.85561	0.86878
0.89175	0.89891	0.90816
0.33543	0.36950	0.45600
0.46478	0.48334	0.55594
0.56084	0.57857	0.64259
0.68609	0.69832	0.73500
0.76612	0.78020	0.81024
0.83479	0.84649	0.86865
0.88213	0.89264	0.90825
0.38022	0.38970	0.55322
0.50278	0.51331	0.63973
0.65770	0.66897	0.73270
0.74147	0.75626	0.80870
0.81538	0.82931	0.86770
0.86781	0.87943	0.90765
0.22546	0.23010	0.45434
0.59721	0.60224	0.73453
0.69195	0.69957	0.81033
0.77183	0.78123	0.86902
0.83149	0.84286	0.90857
0.35854	0.34107	0.53520
0.52105	0.51547	0.62442
0.62666	0.62691	0.70318
0.71039	0.71596	0.77253
0.83481	0.84247	0.87517
0.72387	0.72085	0.86036
0.63847	0.61469	0.81047
0.17630	0.17089	0.30453
0.29516	0.29231	0.36882
0.41512	0.40608	0.44965
0.51833	0.50632	0.53520
0.61240	0.60275	0.62442
0.69168	0.68624	0.70318
0.76161	0.75930	0.77253
0.82008	0.81907	0.82950
0.86764	0.86705	0.87517
0.90434	0.90410	0.91051
0.22937	0.19937	0.42504
0.40184	0.38665	0.50833
0.53351	0.52074	0.59727
0.62932	0.62183	0.67756
0.70837	0.70655	0.74979
0.50439	0.46945	0.66195
0.62151	0.60690	0.73584
0.70734	0.70374	0.79877
0.77352	0.77741	0.85113
0.08051	0.07879	0.18043
0.16746	0.16974	0.23499
0.27886	0.27424	0.30453
0.36155	0.34971	0.36882
0.45510	0.43765	0.44965
0.54582	0.52711	0.53520
0.63321	0.61811	0.62442
0.70811	0.69826	0.70318
0.77394	0.76849	0.77253
0.83040	0.82642	0.82950
0.87570	0.87259	0.87517
0.91088	0.90839	0.91051
0.15977	0.14878	0.28811
0.27670	0.26980	0.34815
0.39221	0.38006	0.42504
0.49737	0.47950	0.50833
0.59294	0.57566	0.59727
0.66836	0.65977	0.67756
0.74097	0.73604	0.74979
0.26321	0.23798	0.41133
0.41762	0.40072	0.49279
0.53610	0.52121	0.58102
0.62759	0.61694	0.66195
0.70579	0.70020	0.73584
0.43252	0.39672	0.56964
0.55885	0.53838	0.65044
0.65452	0.64285	0.72537
0.72915	0.72464	0.78997
0.79100	0.79158	0.84411
0.54324	0.48817	0.71794
0.72678	0.72057	0.83918
0.65203	0.62847	0.78372
0.54324	0.48817	0.71794
0.09900	0.10259	0.15851
0.13419	0.13774	0.18043
0.21844	0.21528	0.23499
0.30647	0.29487	0.30453
0.37931	0.36278	0.36882
0.46690	0.44607	0.44965
0.55357	0.53266	0.53520
0.64031	0.62247	0.62442
0.71298	0.70158	0.70318
0.77726	0.77127	0.77253
0.83365	0.82848	0.82950
0.87787	0.87432	0.87517
0.13897	0.13646	0.22379
0.25269	0.24816	0.28811
0.33673	0.32391	0.34815
0.42806	0.41003	0.42504
0.51698	0.49826	0.50833
0.60887	0.58960	0.59727
0.68470	0.67134	0.67756
0.75336	0.74441	0.74979
0.81155	0.80624	0.81047
0.86147	0.85686	0.86036
0.14737	0.13059	0.27904
0.26384	0.25543	0.33689
0.38161	0.36701	0.41133
0.48091	0.46286	0.49279
0.57754	0.55969	0.58102
0.65569	0.64452	0.66195
0.29060	0.27019	0.40326
0.42579	0.40947	0.48278
0.53709	0.51976	0.56964
0.62604	0.61204	0.65044
0.28599	0.23435	0.47462
0.47061	0.44375	0.56108
0.57780	0.55977	0.64218
0.66537	0.65405	0.71794
0.73999	0.73387	0.78372
0.60744	0.57956	0.71251
0.13301	0.13564	0.15851
0.16428	0.16418	0.18043
0.23526	0.22749	0.23499
0.31522	0.30122	0.30453
0.38580	0.36676	0.36882
0.46898	0.44854	0.44965
0.55390	0.53441	0.53520
0.64210	0.62384	0.62442
0.71371	0.70271	0.70318
0.77890	0.77212	0.77253
0.83405	0.82917	0.82950
0.87913	0.87488	0.87517
0.07231	0.07126	0.15263
0.10381	0.10395	0.17317
0.19198	0.19241	0.22379
0.28332	0.27303	0.28811
0.35595	0.33903	0.34815
0.44160	0.41933	0.42504
0.52521	0.50422	0.50833
0.61523	0.59443	0.59727
0.68840	0.67524	0.67756
0.75714	0.74773	0.74979
0.81517	0.80875	0.81047
0.86414	0.85892	0.86036
0.11686	0.10823	0.21708
0.23592	0.23123	0.27904
0.32043	0.30843	0.33689
0.41296	0.39387	0.41133
0.50050	0.48088	0.49279
0.59021	0.57176	0.58102
0.66769	0.65456	0.66195
0.73988	0.73006	0.73584
0.80053	0.79386	0.79877
0.85113	0.84690	0.85113
0.14128	0.12086	0.27389
0.26287	0.25251	0.33062
0.37401	0.35905	0.40326
0.47223	0.45338	0.48278
0.56825	0.54850	0.56964
0.64807	0.63349	0.65044
0.30544	0.28505	0.39614
0.43346	0.41245	0.47462
0.53644	0.51683	0.56108
0.62463	0.60858	0.64218
0.34495	0.30916	0.46880
0.49219	0.46590	0.55500
0.58945	0.57086	0.63629
0.38841	0.33068	0.55124
0.53319	0.50189	0.63170
0.55726	0.50844	0.70422
0.07224	0.07917	0.10524
0.07224	0.07917	0.10524
0.15003	0.14872	0.15851
0.17880	0.17397	0.18043
0.24266	0.23214	0.23499
0.31766	0.30316	0.30453
0.38802	0.36813	0.36882
0.47166	0.44930	0.44965
0.55701	0.53499	0.53520
0.64096	0.62426	0.62442
0.71698	0.70305	0.70318
0.78056	0.77240	0.77253
0.83491	0.82939	0.82950
0.87984	0.87507	0.87517
0.91325	0.91041	0.91051
0.10613	0.10982	0.15263
0.14112	0.14387	0.17317
0.21772	0.21166	0.22379
0.29555	0.28215	0.28811
0.36139	0.34405	0.34815
0.44602	0.42298	0.42504
0.52983	0.50681	0.50833
0.61571	0.59630	0.59727
0.69161	0.67673	0.67756
0.75800	0.74896	0.74979
0.81627	0.80977	0.81047
0.86415	0.85975	0.86036
0.08208	0.07786	0.16827
0.17040	0.17109	0.21708
0.26783	0.25894	0.27904
0.33994	0.32497	0.33689
0.42557	0.40427	0.41133
0.50822	0.48785	0.49279
0.59797	0.57722	0.58102
0.67311	0.65883	0.66195
0.74325	0.73316	0.73584
0.80402	0.79645	0.79877
0.85366	0.84914	0.85113
0.10053	0.08734	0.21280
0.22603	0.21979	0.27389
0.31048	0.29906	0.33062
0.40114	0.38381	0.40326
0.49045	0.46994	0.48278
0.57832	0.55959	0.56964
0.65791	0.64239	0.65044
0.72907	0.71877	0.72537
0.13589	0.11317	0.26965
0.25678	0.24566	0.32497
0.37313	0.35502	0.39614
0.46721	0.44729	0.47462
0.56155	0.54121	0.56108
0.64185	0.62521	0.64218
0.31039	0.29078	0.39106
0.43514	0.41319	0.46880
0.53873	0.51677	0.55500
0.37296	0.34503	0.46612
0.50196	0.47823	0.55124
0.59475	0.57723	0.63170
0.44074	0.40370	0.54793
