ElimB	EunlBeff	EunlB
0.60885	0.60937	0.61182
0.21430	0.21831	0.33277
0.36281	0.37020	0.41009
0.46799	0.47435	0.49316
0.21588	0.19919	0.39214
0.39586	0.40393	0.47163
0.43645	0.43913	0.54138
0.69128	0.68997	0.71670
0.58197	0.58415	0.62911
0.43645	0.43913	0.54138
0.09057	0.10050	0.12127
0.11605	0.12432	0.13792
0.16875	0.17376	0.17917
0.22884	0.23078	0.23267
0.28237	0.28367	0.28445
0.35537	0.35411	0.35430
0.43484	0.43516	0.43520
0.52810	0.52790	0.52792
0.61611	0.61696	0.61696
0.70058	0.70073	0.70074
0.77311	0.77308	0.77309
0.83495	0.83325	0.83325
0.88172	0.88109	0.88109
0.05026	0.05210	0.12360
0.10501	0.11579	0.15974
0.18478	0.19121	0.20629
0.24306	0.24458	0.25128
0.30863	0.30972	0.31257
0.38582	0.38449	0.38547
0.47145	0.47246	0.47283
0.55974	0.56145	0.56160
0.65000	0.65021	0.65028
0.73265	0.73139	0.73144
0.80395	0.80258	0.80261
0.09898	0.10224	0.19164
0.17991	0.19098	0.23237
0.26705	0.27160	0.28762
0.34460	0.34673	0.35398
0.43297	0.43296	0.43563
0.51756	0.52070	0.52187
0.61081	0.61122	0.61182
0.18223	0.18937	0.27046
0.29788	0.30300	0.33277
0.39374	0.39760	0.41009
0.48355	0.48729	0.49316
0.57708	0.57910	0.58206
0.18489	0.17965	0.31854
0.34412	0.35015	0.39214
0.44754	0.45203	0.47163
0.54595	0.54843	0.55812
0.20234	0.18290	0.37907
0.38649	0.39464	0.45629
0.50717	0.51380	0.54138
0.61330	0.61417	0.62911
0.70986	0.70727	0.71670
0.44541	0.44987	0.52740
0.68286	0.68163	0.70323
0.57564	0.57873	0.61483
0.44541	0.44987	0.52740
0.64498	0.64433	0.69144
0.51126	0.50971	0.60276
0.49322	0.45958	0.64500
0.20926	0.20692	0.45946
0.34664	0.35844	0.54014
0.49705	0.51380	0.63292
0.61947	0.64023	0.71930
0.72456	0.74166	0.79680
0.79789	0.81356	0.85560
0.85613	0.86935	0.90062
0.90164	0.91110	0.93306
0.93355	0.94082	0.95594
0.49898	0.48757	0.77552
0.62664	0.63113	0.83886
0.72506	0.74830	0.88811
0.80051	0.82854	0.92394
0.85885	0.88479	0.94939
0.13111	0.14473	0.25963
0.17164	0.18861	0.29133
0.27811	0.29771	0.36709
0.40446	0.41675	0.45946
0.49861	0.50860	0.54014
0.60076	0.60988	0.63292
0.69453	0.70205	0.71930
0.78106	0.78335	0.79680
0.83945	0.84502	0.85560
0.88978	0.89290	0.90062
0.92452	0.92742	0.93306
0.94894	0.95207	0.95594
0.25427	0.25877	0.43659
0.38696	0.39799	0.51414
0.51643	0.52777	0.60576
0.62433	0.63719	0.69394
0.72463	0.73400	0.77552
0.79707	0.80729	0.83886
0.85675	0.86466	0.88811
0.90099	0.90689	0.92394
0.93356	0.93752	0.94939
0.49064	0.48255	0.67753
0.62532	0.63649	0.76076
0.72474	0.73779	0.82652
0.79892	0.81243	0.87847
0.69155	0.69562	0.91283
0.74288	0.79498	0.94204
0.10321	0.12065	0.17681
0.10321	0.12065	0.17681
0.20501	0.22160	0.25963
0.24757	0.26164	0.29133
0.34162	0.34900	0.36709
0.44311	0.44771	0.45946
0.52703	0.53152	0.54014
0.62396	0.62662	0.63292
0.71039	0.71440	0.71930
0.79242	0.79278	0.79680
0.85156	0.85230	0.85560
0.89521	0.89818	0.90062
0.93017	0.93130	0.93306
0.95344	0.95471	0.95594
0.12012	0.12966	0.24697
0.15947	0.17126	0.27722
0.26762	0.28230	0.34909
0.38699	0.39596	0.43659
0.47749	0.48386	0.51414
0.57855	0.58378	0.60576
0.67325	0.67750	0.69394
0.75857	0.76236	0.77552
0.82517	0.82853	0.83886
0.87528	0.88015	0.88811
0.91710	0.91837	0.92394
0.94385	0.94539	0.94939
0.27913	0.28663	0.42299
0.40141	0.41004	0.49867
0.52272	0.52992	0.58912
0.62443	0.63211	0.67753
0.72125	0.72772	0.76076
0.79557	0.80070	0.82652
0.85411	0.85873	0.87847
0.89848	0.90243	0.91682
0.93145	0.93417	0.94444
0.40797	0.40005	0.57835
0.54716	0.55178	0.66645
0.66065	0.67176	0.75071
0.74857	0.75834	0.81835
0.81912	0.82709	0.87249
0.54121	0.53080	0.74261
0.65639	0.65831	0.81154
0.74128	0.75152	0.86722
0.80370	0.82132	0.90900
0.86015	0.87782	0.93940
0.14058	0.15293	0.17681
0.14058	0.15293	0.17681
0.23879	0.24657	0.25963
0.27348	0.28099	0.29133
0.35785	0.36084	0.36709
0.45492	0.45591	0.45946
0.53395	0.53731	0.54014
0.63192	0.63108	0.63292
0.71876	0.71796	0.71930
0.79810	0.79566	0.79680
0.85274	0.85457	0.85560
0.89763	0.89980	0.90062
0.93098	0.93245	0.93306
0.95579	0.95554	0.95594
0.18466	0.19878	0.24697
0.22710	0.24051	0.27722
0.31923	0.32686	0.34909
0.41790	0.42236	0.43659
0.50211	0.50399	0.51414
0.59490	0.59803	0.60576
0.68620	0.68839	0.69394
0.77077	0.77092	0.77552
0.83313	0.83491	0.83886
0.88475	0.88518	0.88811
0.92171	0.92180	0.92394
0.94669	0.94787	0.94939
0.11091	0.11729	0.23999
0.14916	0.15648	0.26906
0.25695	0.26990	0.33827
0.37509	0.38307	0.42299
0.46338	0.46972	0.49867
0.56423	0.56805	0.58912
0.65722	0.66167	0.67753
0.74452	0.74772	0.76076
0.81344	0.81645	0.82652
0.86799	0.87078	0.87847
0.90947	0.91108	0.91682
0.93947	0.94035	0.94444
0.15072	0.14637	0.33233
0.29907	0.30722	0.41520
0.41079	0.41781	0.48929
0.52377	0.52950	0.57835
0.61813	0.62765	0.66645
0.71987	0.72366	0.75071
0.79129	0.79541	0.81835
0.85178	0.85526	0.87249
0.89710	0.89994	0.91283
0.92996	0.93288	0.94204
0.29348	0.28284	0.48174
0.44900	0.44901	0.56983
0.57117	0.57628	0.65768
0.67251	0.68156	0.74261
0.76002	0.76556	0.81154
0.82725	0.83195	0.86722
0.87837	0.88284	0.90900
0.91489	0.92038	0.93940
0.47372	0.45680	0.65129
0.61078	0.61522	0.73632
0.70347	0.70974	0.80606
0.58394	0.55875	0.80139
0.67403	0.66883	0.85899
0.73565	0.75441	0.90277
0.15964	0.16672	0.17681
0.15964	0.16672	0.17681
0.25040	0.25449	0.25963
0.28402	0.28749	0.29133
0.36458	0.36518	0.36709
0.45933	0.45844	0.45946
0.53745	0.53936	0.54014
0.63224	0.63238	0.63292
0.71878	0.71891	0.71930
0.80065	0.79645	0.79680
0.85516	0.85530	0.85560
0.89830	0.90035	0.90062
0.93100	0.93287	0.93306
0.95559	0.95581	0.95594
0.12053	0.13365	0.16822
0.12053	0.13365	0.16822
0.21978	0.22816	0.24697
0.25520	0.26268	0.27722
0.33721	0.34036	0.34909
0.43217	0.43126	0.43659
0.51078	0.51056	0.51414
0.60203	0.60304	0.60576
0.69118	0.69194	0.69394
0.77612	0.77373	0.77552
0.83656	0.83740	0.83886
0.88628	0.88698	0.88811
0.92300	0.92309	0.92394
0.94759	0.94880	0.94939
0.17031	0.18361	0.23999
0.21265	0.22576	0.26906
0.30552	0.31314	0.33827
0.40294	0.40678	0.42299
0.48398	0.48686	0.49867
0.57810	0.58054	0.58912
0.66919	0.67120	0.67753
0.75446	0.75539	0.76076
0.82129	0.82233	0.82652
0.87438	0.87516	0.87847
0.91336	0.91435	0.91682
0.94257	0.94265	0.94444
0.14316	0.14889	0.26455
0.25166	0.26451	0.33233
0.36782	0.37637	0.41520
0.45708	0.46239	0.48929
0.55536	0.55845	0.57835
0.64491	0.65039	0.66645
0.73705	0.73844	0.75071
0.80721	0.80852	0.81835
0.86417	0.86491	0.87249
0.90548	0.90702	0.91283
0.93597	0.93789	0.94204
0.15911	0.15356	0.32700
0.30717	0.31466	0.40871
0.41645	0.42284	0.48174
0.52230	0.52733	0.56983
0.61802	0.62456	0.65768
0.71303	0.71690	0.74261
0.78998	0.79216	0.81154
0.84910	0.85178	0.86722
0.89589	0.89737	0.90900
0.92815	0.93104	0.93940
0.32765	0.32502	0.47736
0.47116	0.47487	0.56419
0.58255	0.58803	0.65129
0.68193	0.68756	0.73632
0.76543	0.76806	0.80606
0.83054	0.83347	0.86288
0.35853	0.33689	0.55973
0.51303	0.50829	0.64619
0.63487	0.64198	0.73118
0.72315	0.72816	0.80139
0.56491	0.55618	0.72710
0.66088	0.65961	0.79703
0.16953	0.17219	0.17681
0.16953	0.17219	0.17681
0.25466	0.25761	0.25963
0.28731	0.28980	0.29133
0.36375	0.36634	0.36709
0.45876	0.45912	0.45946
0.54137	0.53989	0.54014
0.63349	0.63274	0.63292
0.72044	0.71918	0.71930
0.80080	0.79671	0.79680
0.85659	0.85549	0.85560
0.89939	0.90054	0.90062
0.93191	0.93300	0.93306
0.95711	0.95590	0.95594
0.14352	0.15193	0.16822
0.14352	0.15193	0.16822
0.23449	0.23892	0.24697
0.26696	0.27119	0.27722
0.34492	0.34578	0.34909
0.43433	0.43461	0.43659
0.51397	0.51272	0.51414
0.60563	0.60485	0.60576
0.69382	0.69324	0.69394
0.77710	0.77488	0.77552
0.83753	0.83826	0.83886
0.88608	0.88767	0.88811
0.92273	0.92358	0.92394
0.94976	0.94915	0.94939
0.10620	0.11969	0.16429
0.10620	0.11969	0.16429
0.20798	0.21670	0.23999
0.24105	0.25022	0.26906
0.32304	0.32738	0.33827
0.41378	0.41628	0.42299
0.49320	0.49387	0.49867
0.58494	0.58575	0.58912
0.67149	0.67479	0.67753
0.75931	0.75860	0.76076
0.82537	0.82474	0.82652
0.87709	0.87698	0.87847
0.91574	0.91568	0.91682
0.94367	0.94365	0.94444
0.15810	0.16989	0.23609
0.20260	0.21521	0.26455
0.29670	0.30460	0.33233
0.39335	0.39866	0.41520
0.47600	0.47738	0.48929
0.56642	0.56980	0.57835
0.65504	0.65929	0.66645
0.74466	0.74480	0.75071
0.81390	0.81392	0.81835
0.86794	0.86890	0.87249
0.90885	0.91007	0.91283
0.93919	0.94004	0.94204
0.13687	0.14053	0.26015
0.24755	0.25802	0.32700
0.36438	0.37038	0.40871
0.45102	0.45545	0.48174
0.54780	0.55039	0.56983
0.63918	0.64193	0.65768
0.72803	0.72967	0.74261
0.80110	0.80194	0.81154
0.85926	0.85982	0.86722
0.90162	0.90327	0.90900
0.93416	0.93527	0.93940
0.17328	0.16825	0.32441
0.31750	0.32551	0.40540
0.41794	0.42410	0.47736
0.52189	0.52609	0.56419
0.61635	0.62152	0.65129
0.71192	0.71351	0.73632
0.78726	0.78839	0.80606
0.84802	0.84877	0.86288
0.21557	0.20110	0.40293
0.35758	0.35931	0.47395
0.48629	0.49077	0.55973
0.58792	0.59198	0.64619
0.68242	0.68842	0.73118
0.76603	0.76827	0.80139
0.41300	0.40452	0.55649
0.54390	0.54404	0.64262
0.64850	0.65532	0.72710
0.73264	0.73698	0.79703
0.51888	0.50465	0.66049
0.58006	0.57270	0.70913
0.64318	0.64016	0.75628
0.69613	0.69521	0.79894
0.74600	0.74675	0.83657
0.78313	0.78776	0.86803
0.81941	0.82464	0.89474
0.85388	0.86028	0.91684
0.50890	0.47491	0.72131
0.61891	0.60769	0.79025
0.69066	0.68991	0.84736
0.74624	0.76011	0.89169
0.21205	0.23022	0.50864
0.35738	0.36124	0.62171
0.52609	0.54192	0.72647
0.63970	0.66380	0.79405
0.73905	0.76632	0.85350
0.81410	0.83703	0.89738
0.86969	0.89056	0.93051
0.90948	0.92598	0.95283
0.94023	0.95083	0.96865
0.95693	0.96756	0.97945
0.97309	0.97903	0.98674
0.98149	0.98650	0.99149
0.76079	0.76845	0.92923
0.82837	0.85220	0.95205
0.88298	0.90754	0.96809
0.91883	0.94053	0.97890
0.94690	0.96190	0.98610
0.19563	0.22977	0.31183
0.19563	0.22977	0.31183
0.36107	0.38513	0.45514
0.41978	0.44441	0.50864
0.55244	0.57376	0.62171
0.67556	0.69016	0.72647
0.75306	0.76545	0.79405
0.82002	0.83176	0.85350
0.87043	0.88160	0.89738
0.91275	0.91917	0.93051
0.93667	0.94462	0.95283
0.95755	0.96291	0.96865
0.97171	0.97561	0.97945
0.98325	0.98427	0.98674
0.98742	0.98990	0.99149
0.22993	0.24844	0.44443
0.29586	0.30834	0.49762
0.44596	0.45837	0.61164
0.59766	0.61622	0.71882
0.69407	0.71173	0.78847
0.77889	0.79434	0.84987
0.83952	0.85578	0.89516
0.89006	0.90279	0.92923
0.92023	0.93306	0.95205
0.94823	0.95539	0.96809
0.96492	0.97041	0.97890
0.97717	0.98053	0.98610
0.43401	0.38654	0.71965
0.56766	0.55014	0.79041
0.69842	0.70823	0.85192
0.77891	0.79951	0.89664
0.84752	0.86885	0.92991
0.89420	0.91253	0.95206
0.92650	0.94122	0.96767
0.94888	0.96062	0.97834
0.96699	0.97375	0.98564
0.80418	0.82381	0.95181
0.86724	0.89329	0.96704
0.26523	0.28155	0.31183
0.26523	0.28155	0.31183
0.41857	0.43336	0.45514
0.47501	0.48932	0.50864
0.59829	0.60706	0.62171
0.70670	0.71475	0.72647
0.78155	0.78453	0.79405
0.84254	0.84610	0.85350
0.88824	0.89181	0.89738
0.92197	0.92632	0.93051
0.94883	0.94969	0.95283
0.96586	0.96630	0.96865
0.97639	0.97785	0.97945
0.98506	0.98572	0.98674
0.99070	0.99084	0.99149
0.20167	0.23183	0.30473
0.20167	0.23183	0.30473
0.36351	0.38349	0.44443
0.42731	0.44434	0.49762
0.55611	0.57055	0.61164
0.67873	0.68804	0.71882
0.75760	0.76387	0.78847
0.82269	0.83111	0.84987
0.87396	0.88149	0.89516
0.91461	0.91915	0.92923
0.93967	0.94464	0.95205
0.95978	0.96278	0.96809
0.97329	0.97541	0.97890
0.98124	0.98379	0.98610
0.28076	0.29356	0.43782
0.34439	0.35491	0.49208
0.49691	0.51046	0.60949
0.63239	0.64909	0.71965
0.72335	0.73758	0.79041
0.79991	0.81345	0.85192
0.85349	0.86894	0.89664
0.90072	0.91047	0.92991
0.93283	0.93842	0.95206
0.95195	0.95814	0.96767
0.96773	0.97179	0.97834
0.98062	0.98124	0.98564
0.37564	0.35523	0.60604
0.55438	0.55275	0.71922
0.65990	0.67084	0.79157
0.75977	0.77540	0.85354
0.82288	0.84344	0.89781
0.87819	0.89474	0.93030
0.91606	0.92781	0.95181
0.94174	0.95044	0.96704
0.96199	0.96616	0.97763
0.97447	0.97720	0.98515
0.52442	0.45256	0.79468
0.67392	0.66314	0.85645
0.76201	0.77919	0.89974
0.83737	0.86041	0.93117
0.88556	0.90666	0.95200
0.92114	0.93667	0.96692
0.94662	0.95694	0.97752
0.96333	0.97049	0.98527
0.85670	0.88480	0.96738
0.29346	0.29958	0.31183
0.29346	0.29958	0.31183
0.43839	0.44755	0.45514
0.49243	0.50200	0.50864
0.61422	0.61691	0.62171
0.72063	0.72233	0.72647
0.79017	0.79071	0.79405
0.85084	0.85078	0.85350
0.89138	0.89521	0.89738
0.92652	0.92884	0.93051
0.95030	0.95147	0.95283
0.96525	0.96758	0.96865
0.97696	0.97872	0.97945
0.98642	0.98628	0.98674
0.99060	0.99119	0.99149
0.25683	0.27320	0.30473
0.25683	0.27320	0.30473
0.41246	0.42309	0.44443
0.46653	0.47788	0.49762
0.58997	0.59667	0.61164
0.70384	0.70686	0.71882
0.77990	0.77931	0.78847
0.83840	0.84219	0.84987
0.88364	0.88921	0.89516
0.92443	0.92497	0.92923
0.94482	0.94859	0.95205
0.96496	0.96559	0.96809
0.97526	0.97719	0.97890
0.98496	0.98500	0.98610
0.20822	0.23552	0.29930
0.20822	0.23552	0.29930
0.37457	0.38680	0.43782
0.43314	0.44646	0.49208
0.56019	0.57463	0.60949
0.68482	0.69412	0.71965
0.76034	0.76932	0.79041
0.82920	0.83634	0.85192
0.87484	0.88438	0.89664
0.91648	0.92142	0.92991
0.94231	0.94581	0.95206
0.96117	0.96310	0.96767
0.97371	0.97516	0.97834
0.98285	0.98352	0.98564
0.30952	0.32240	0.43320
0.37855	0.38872	0.48708
0.51888	0.53107	0.60604
0.65545	0.66774	0.71922
0.74050	0.75135	0.79157
0.80960	0.82380	0.85354
0.86661	0.87731	0.89781
0.90736	0.91559	0.93030
0.93425	0.94123	0.95181
0.95542	0.95955	0.96704
0.97090	0.97239	0.97763
0.98113	0.98149	0.98515
0.21447	0.23049	0.42678
0.28403	0.28234	0.48110
0.45028	0.44286	0.60372
0.60077	0.60868	0.72098
0.70739	0.72026	0.79468
0.78756	0.80487	0.85645
0.84765	0.86449	0.89974
0.89512	0.90779	0.93117
0.92481	0.93538	0.95200
0.94793	0.95512	0.96692
0.96672	0.96916	0.97752
0.97807	0.97922	0.98527
0.31005	0.27228	0.60171
0.51441	0.48011	0.72168
0.64255	0.63744	0.79653
0.74160	0.75763	0.85847
0.81864	0.83894	0.90135
0.87141	0.89119	0.93225
0.90976	0.92573	0.95270
0.93563	0.94853	0.96738
0.95944	0.96481	0.97791
0.97315	0.97619	0.98569
0.64947	0.61362	0.85957
0.74542	0.75558	0.90141
0.83068	0.85408	0.93156
0.87778	0.90192	0.95170
0.91360	0.93327	0.96643
0.30398	0.30670	0.31183
0.30398	0.30670	0.31183
0.44645	0.45235	0.45514
0.50024	0.50640	0.50864
0.61730	0.61998	0.62171
0.72552	0.72518	0.72647
0.79441	0.79288	0.79405
0.85035	0.85250	0.85350
0.89302	0.89653	0.89738
0.93029	0.92987	0.93051
0.95000	0.95225	0.95283
0.96597	0.96817	0.96865
0.97657	0.97911	0.97945
0.98545	0.98653	0.98674
0.99143	0.99135	0.99149
0.28409	0.29075	0.30473
0.28409	0.29075	0.30473
0.43018	0.43612	0.44443
0.48383	0.49032	0.49762
0.60412	0.60601	0.61164
0.71308	0.71407	0.71882
0.78829	0.78453	0.78847
0.84592	0.84658	0.84987
0.89116	0.89273	0.89516
0.92396	0.92715	0.92923
0.94788	0.95036	0.95205
0.96448	0.96680	0.96809
0.97646	0.97804	0.97890
0.98507	0.98555	0.98610
0.25446	0.26851	0.29930
0.25446	0.26851	0.29930
0.40534	0.41559	0.43782
0.46324	0.47308	0.49208
0.58903	0.59489	0.60949
0.70308	0.70857	0.71965
0.77905	0.78169	0.79041
0.84083	0.84505	0.85192
0.88824	0.89130	0.89664
0.92400	0.92577	0.92991
0.94461	0.94875	0.95206
0.96348	0.96525	0.96767
0.97603	0.97671	0.97834
0.98379	0.98454	0.98564
0.21444	0.23987	0.29841
0.21444	0.23987	0.29841
0.38036	0.38966	0.43320
0.43622	0.44624	0.48708
0.56319	0.57492	0.60604
0.68863	0.69675	0.71922
0.76789	0.77437	0.79157
0.83403	0.84067	0.85354
0.87833	0.88736	0.89781
0.91817	0.92302	0.93030
0.94135	0.94626	0.95181
0.96111	0.96306	0.96704
0.97404	0.97489	0.97763
0.98292	0.98319	0.98515
0.33322	0.34162	0.42678
0.40077	0.40570	0.48110
0.53502	0.54353	0.60372
0.67002	0.67966	0.72098
0.74890	0.76234	0.79468
0.82166	0.83414	0.85645
0.87470	0.88450	0.89974
0.91229	0.91960	0.93117
0.93457	0.94337	0.95200
0.95740	0.96096	0.96692
0.97288	0.97317	0.97752
0.98250	0.98208	0.98527
0.25888	0.26932	0.42313
0.33150	0.32967	0.47732
0.48688	0.48590	0.60171
0.63385	0.64333	0.72168
0.72913	0.74143	0.79653
0.80401	0.82061	0.85847
0.86036	0.87575	0.90135
0.90234	0.91427	0.93225
0.93276	0.94001	0.95270
0.95211	0.95843	0.96738
0.96892	0.97146	0.97791
0.97980	0.98086	0.98569
0.22469	0.23188	0.47619
0.40649	0.38073	0.60187
0.58028	0.57653	0.72357
0.68773	0.69961	0.79851
0.77865	0.79890	0.85957
0.84075	0.86044	0.90141
0.88940	0.90450	0.93156
0.92294	0.93278	0.95170
0.94664	0.95318	0.96643
0.96483	0.96748	0.97726
0.97729	0.97813	0.98552
0.48879	0.42578	0.72729
0.62091	0.60370	0.80119
0.73254	0.74797	0.86140
0.80969	0.83313	0.90280
0.86773	0.88846	0.93271
0.90372	0.92271	0.95267
0.93389	0.94671	0.96721
0.95628	0.96301	0.97783
0.97113	0.97504	0.98583
0.63205	0.57245	0.86283
0.74516	0.75343	0.90277
0.82263	0.84890	0.93184
0.87282	0.89826	0.95174
0.91516	0.93211	0.96679
0.30937	0.30952	0.31183
0.30937	0.30952	0.31183
0.44972	0.45418	0.45514
0.50412	0.50780	0.50864
0.61838	0.62111	0.62171
0.72658	0.72604	0.72647
0.79321	0.79363	0.79405
0.85588	0.85314	0.85350
0.89666	0.89707	0.89738
0.93135	0.93021	0.93051
0.95123	0.95260	0.95283
0.96735	0.96844	0.96865
0.97774	0.97929	0.97945
0.98671	0.98664	0.98674
0.99043	0.99142	0.99149
0.29791	0.29845	0.30473
0.29791	0.29845	0.30473
0.43766	0.44101	0.44443
0.49124	0.49471	0.49762
0.60896	0.60945	0.61164
0.71949	0.71708	0.71882
0.79064	0.78675	0.78847
0.84874	0.84851	0.84987
0.89341	0.89408	0.89516
0.92930	0.92833	0.92923
0.94810	0.95123	0.95205
0.96665	0.96746	0.96809
0.97629	0.97846	0.97890
0.98521	0.98581	0.98610
0.27847	0.28410	0.29930
0.27847	0.28410	0.29930
0.42141	0.42864	0.43782
0.47692	0.48362	0.49208
0.59901	0.60337	0.60949
0.71263	0.71495	0.71965
0.78692	0.78635	0.79041
0.84515	0.84868	0.85192
0.89176	0.89407	0.89664
0.92509	0.92783	0.92991
0.94537	0.95031	0.95206
0.96389	0.96636	0.96767
0.97707	0.97743	0.97834
0.98590	0.98504	0.98564
0.25252	0.26813	0.29841
0.25252	0.26813	0.29841
0.40250	0.41251	0.43320
0.46243	0.46895	0.48708
0.58969	0.59268	0.60604
0.70498	0.70893	0.71922
0.78129	0.78337	0.79157
0.84314	0.84698	0.85354
0.88823	0.89288	0.89781
0.92377	0.92654	0.93030
0.94638	0.94887	0.95181
0.96429	0.96487	0.96704
0.97781	0.97610	0.97763
0.98337	0.98406	0.98515
0.21535	0.24279	0.29608
0.21535	0.24279	0.29608
0.38175	0.38742	0.42678
0.44250	0.44629	0.48110
0.57409	0.57707	0.60372
0.69790	0.70212	0.72098
0.77107	0.77966	0.79468
0.83658	0.84494	0.85645
0.88264	0.89130	0.89974
0.92026	0.92496	0.93117
0.94297	0.94742	0.95200
0.96275	0.96355	0.96692
0.97686	0.97507	0.97752
0.98456	0.98351	0.98527
0.34374	0.35119	0.42313
0.40685	0.41147	0.47732
0.54575	0.55104	0.60171
0.67825	0.68664	0.72168
0.75827	0.77058	0.79653
0.82744	0.84022	0.85847
0.87759	0.88818	0.90135
0.91986	0.92315	0.93225
0.94119	0.94585	0.95270
0.95902	0.96229	0.96738
0.97372	0.97431	0.97791
0.98305	0.98302	0.98569
0.29105	0.29893	0.42228
0.35790	0.35994	0.47619
0.51578	0.51591	0.60187
0.65224	0.66288	0.72357
0.74091	0.75632	0.79851
0.81314	0.83010	0.85957
0.87025	0.88245	0.90141
0.91073	0.91805	0.93156
0.93530	0.94192	0.95170
0.95561	0.95926	0.96643
0.97264	0.97195	0.97726
0.98161	0.98143	0.98552
0.21260	0.22839	0.42054
0.28845	0.28034	0.47681
0.45831	0.44562	0.60579
0.61948	0.62674	0.72729
0.71664	0.73427	0.80119
0.80164	0.81914	0.86140
0.85613	0.87308	0.90280
0.90114	0.91353	0.93271
0.93114	0.93848	0.95267
0.95095	0.95703	0.96721
0.96824	0.97040	0.97783
0.98058	0.98040	0.98583
0.36567	0.32053	0.60433
0.56245	0.54403	0.72976
0.67215	0.68193	0.80398
0.76804	0.78964	0.86283
0.83656	0.85761	0.90277
0.88941	0.90332	0.93184
0.92060	0.93140	0.95174
0.94381	0.95132	0.96679
0.96422	0.96666	0.97829
0.97555	0.97859	0.98740
0.45801	0.38054	0.73029
0.60238	0.57479	0.80330
0.72449	0.73570	0.86312
0.80990	0.83060	0.90450
0.86695	0.88793	0.93446
0.90484	0.92313	0.95443
0.93362	0.94718	0.96892
0.61468	0.53197	0.86886
0.74767	0.75611	0.90647
0.82888	0.85611	0.93389
0.87319	0.90192	0.95300
0.85262	0.87954	0.96628
0.90136	0.92374	0.97709
0.45488	0.45394	0.71648
0.58820	0.60137	0.78607
0.70459	0.72887	0.84744
0.78482	0.81331	0.89281
0.85262	0.87590	0.92708
0.89831	0.91643	0.95018
0.93093	0.94458	0.96657
0.95427	0.96357	0.97777
0.97090	0.97614	0.98538
0.97985	0.98442	0.99035
0.84852	0.87493	0.96585
0.32540	0.35046	0.44073
0.38574	0.41159	0.49451
0.52198	0.54602	0.60919
0.65157	0.67073	0.71648
0.73657	0.75039	0.78607
0.81132	0.82148	0.84744
0.86484	0.87358	0.89281
0.90614	0.91393	0.92708
0.93272	0.94101	0.95018
0.95608	0.96052	0.96657
0.97084	0.97366	0.97777
0.98235	0.98257	0.98538
0.98774	0.98849	0.99035
0.23025	0.23791	0.48194
0.38303	0.38446	0.59937
0.55558	0.56774	0.71151
0.66205	0.68002	0.78415
0.76039	0.77761	0.84736
0.82755	0.84575	0.89321
0.87861	0.89525	0.92722
0.91460	0.92850	0.94986
0.94510	0.95172	0.96585
0.96000	0.96722	0.97685
0.97572	0.97795	0.98448
0.48675	0.42119	0.78374
0.63649	0.61958	0.84796
0.74376	0.75624	0.89445
0.82539	0.84508	0.92878
0.87730	0.89930	0.95145
0.91705	0.93474	0.96727
0.94346	0.95725	0.97795
0.96146	0.97172	0.98515
0.24152	0.26103	0.29831
0.24152	0.26103	0.29831
0.40208	0.41460	0.44073
0.45391	0.47003	0.49451
0.58138	0.59028	0.60919
0.69643	0.70221	0.71648
0.77080	0.77405	0.78607
0.83281	0.83824	0.84744
0.88171	0.88594	0.89281
0.91987	0.92232	0.92708
0.94356	0.94682	0.95018
0.96102	0.96427	0.96657
0.97453	0.97622	0.97777
0.98412	0.98428	0.98538
0.98949	0.98958	0.99035
0.33595	0.35360	0.42834
0.39332	0.41165	0.48194
0.53217	0.54617	0.59937
0.65756	0.67151	0.71151
0.74256	0.75280	0.78415
0.81521	0.82458	0.84736
0.86927	0.87679	0.89321
0.91110	0.91614	0.92722
0.93503	0.94190	0.94986
0.95839	0.96050	0.96585
0.97151	0.97314	0.97685
0.98264	0.98184	0.98448
0.98716	0.98778	0.98968
0.22649	0.24056	0.42335
0.29323	0.29937	0.47726
0.44886	0.45772	0.59606
0.59862	0.61313	0.70991
0.69604	0.71133	0.78374
0.78103	0.79696	0.84796
0.84517	0.86004	0.89445
0.89415	0.90588	0.92878
0.92452	0.93561	0.95145
0.94684	0.95665	0.96727
0.96559	0.97092	0.97795
0.97752	0.98040	0.98515
0.28740	0.25492	0.59326
0.48611	0.45891	0.70815
0.61818	0.61464	0.78268
0.72185	0.73373	0.84745
0.80353	0.82157	0.89425
0.87164	0.88430	0.92874
0.90550	0.92118	0.95146
0.93499	0.94741	0.96726
0.95585	0.96504	0.97790
0.97328	0.97668	0.98505
0.70645	0.70048	0.89675
0.80510	0.82384	0.92992
0.86338	0.88734	0.95164
0.90648	0.92745	0.96684
0.91548	0.94128	0.98554
0.27511	0.28334	0.29831
0.27511	0.28334	0.29831
0.42330	0.43138	0.44073
0.48068	0.48639	0.49451
0.59834	0.60266	0.60919
0.71035	0.71094	0.71648
0.78510	0.78168	0.78607
0.84502	0.84397	0.84744
0.89051	0.89013	0.89281
0.92485	0.92528	0.92708
0.94892	0.94889	0.95018
0.96376	0.96567	0.96657
0.97587	0.97717	0.97777
0.98530	0.98492	0.98538
0.99265	0.99001	0.99035
0.23312	0.25263	0.29131
0.23312	0.25263	0.29131
0.39154	0.40153	0.42834
0.44765	0.45753	0.48194
0.57198	0.57977	0.59937
0.69336	0.69704	0.71151
0.76569	0.77182	0.78415
0.83582	0.83856	0.84736
