B	BB05x	Beff	ElimB	EunlBeff	EunlB	pfull
68	0.74167	0.73286	0.44102	0.44138	0.44364	0.01187
5	0.99226	0.98041	0.49124	0.49471	0.49762	0.01194
4	4	3.9522	0.77887	0.78359	0.78549	0.01195
2	2	1.97592	0.65657	0.65285	0.65555	0.01204
2	2	1.97592	0.65657	0.65285	0.65555	0.01204
29	2.95466	2.91903	0.73889	0.73702	0.73949	0.01206
68	3.6015	3.55773	0.75931	0.7586	0.76076	0.01215
44	1.19646	1.1819	0.55357	0.53266	0.5352	0.01217
365	37.18798	36.73459	0.973	0.97176	0.97213	0.01219
365	15.47922	15.29035	0.92789	0.92735	0.92821	0.0122
365	13.34796	13.18481	0.91747	0.91672	0.91773	0.01222
157	15.99592	15.79868	0.93663	0.93677	0.93745	0.01233
29	1.6438	1.62339	0.60203	0.60304	0.60576	0.01242
103	5.45522	5.38698	0.82537	0.82474	0.82652	0.01251
103	2.46029	2.42946	0.6884	0.67524	0.67756	0.01253
68	6.92817	6.84116	0.86834	0.87021	0.8716	0.01256
8	1.48285	1.46408	0.59491	0.59623	0.59937	0.01266
239	24.35048	24.04152	0.95829	0.95675	0.95727	0.01269
2	2	1.97458	0.65546	0.65137	0.65415	0.01271
2	2	1.97458	0.65546	0.65137	0.65415	0.01271
29	5.37535	5.30703	0.84773	0.84571	0.84736	0.01271
44	44	43.43988	0.97143	0.97023	0.97058	0.01273
29	3.55566	3.51033	0.75997	0.75901	0.76136	0.01275
365	71.31692	70.4023	0.98447	0.98519	0.98538	0.01282
19	1.2185	1.20286	0.53395	0.53731	0.54014	0.01283
103	21.34273	21.06848	0.95	0.95225	0.95283	0.01285
157	3.75015	3.7019	0.75714	0.74773	0.74979	0.01287
29	29	28.6259	0.95656	0.95648	0.95698	0.0129
103	10.49414	10.35843	0.90692	0.90891	0.90992	0.01293
239	5.70883	5.63442	0.81517	0.80875	0.81047	0.01303
44	1.86599	1.8416	0.62208	0.62787	0.63063	0.01307
44	2.33039	2.29944	0.67149	0.67479	0.67753	0.01328
68	0.73257	0.7228	0.43297	0.43296	0.43563	0.01333
157	1.71238	1.6895	0.60188	0.60291	0.60548	0.01336
44	5.3948	5.32251	0.82719	0.82768	0.82963	0.0134
365	44.75233	44.15197	0.97605	0.97602	0.97634	0.01342
13	13	12.82541	0.91102	0.91407	0.91501	0.01343
103	0.77283	0.76244	0.44239	0.44473	0.44754	0.01344
8	0.83551	0.82424	0.45097	0.45947	0.46197	0.01349
365	8.7185	8.6007	0.86414	0.85892	0.86036	0.01351
44	0.90986	0.89757	0.47843	0.47663	0.47935	0.01351
2	0.41442	0.40882	0.30937	0.30952	0.31183	0.01352
2	0.41442	0.40882	0.30937	0.30952	0.31183	0.01352
157	19.24963	18.98823	0.94336	0.9456	0.9463	0.01358
239	239	235.748	0.99506	0.99511	0.99519	0.01361
4	3.97614	3.92191	0.78033	0.78612	0.78829	0.01364
19	19	18.74046	0.94025	0.93731	0.93804	0.01366
68	13.49474	13.30978	0.9293	0.92833	0.92923	0.01371
103	12.62874	12.45512	0.91574	0.9192	0.92023	0.01375
103	103	101.5775	0.9854	0.98724	0.98743	0.01381
157	157	154.82951	0.99074	0.99199	0.99211	0.01382
157	8.31524	8.20015	0.87709	0.87698	0.87847	0.01384
157	1.4766	1.45611	0.57708	0.5791	0.58206	0.01388
29	29	28.59719	0.95868	0.95652	0.95706	0.01389
68	1.62427	1.60158	0.61523	0.59443	0.59727	0.01397
68	8.33742	8.22076	0.88222	0.88199	0.88347	0.01399
8	8	7.88792	0.87228	0.87395	0.87534	0.01401
44	8.1557	8.04128	0.89425	0.89189	0.89321	0.01403
44	44	43.37784	0.97043	0.97023	0.97062	0.01414
19	1.93581	1.90844	0.64579	0.64287	0.64618	0.01414
239	29.30358	28.88622	0.96295	0.96362	0.96413	0.01424
365	19.3316	19.05407	0.94367	0.94365	0.94444	0.01436
68	12.60426	12.42224	0.92676	0.92627	0.92722	0.01444
239	12.65823	12.47421	0.91574	0.91568	0.91682	0.01454
4	0.79381	0.78221	0.43766	0.44101	0.44443	0.01461
4	0.25653	0.25276	0.25466	0.25761	0.25963	0.01468
13	1.47109	1.44945	0.57354	0.57569	0.57891	0.01471
44	1.60907	1.58527	0.58819	0.59523	0.59836	0.01479
4	0.78156	0.76997	0.43151	0.43721	0.44073	0.01483
19	19	18.71804	0.9394	0.9371	0.93787	0.01484
29	3.02872	2.9832	0.73946	0.73942	0.74248	0.01503
157	0.96172	0.94722	0.48652	0.48937	0.49244	0.01507
365	365	359.4935	0.9969	0.99705	0.9971	0.01509
556	115.20928	113.47099	0.99143	0.99135	0.99149	0.01509
13	0.21938	0.21606	0.22884	0.23078	0.23267	0.01514
68	68	66.9655	0.98104	0.98041	0.9807	0.01521
5	5	4.9233	0.80687	0.81625	0.81838	0.01534
157	32.53212	32.03243	0.96597	0.96817	0.96865	0.01536
5	0.21204	0.20878	0.22894	0.2308	0.23271	0.01538
365	75.63199	74.46861	0.98545	0.98653	0.98674	0.01538
5	0.61305	0.60361	0.40402	0.4048	0.40746	0.01539
29	1.53594	1.51217	0.58494	0.58575	0.58912	0.01547
239	6.1845	6.08852	0.81933	0.82004	0.82197	0.01552
13	1.40891	1.387	0.56423	0.56621	0.56966	0.01555
19	0.69483	0.68397	0.41416	0.42069	0.42377	0.01563
239	49.52341	48.74886	0.97657	0.97911	0.97945	0.01564
365	9.44495	9.29683	0.86827	0.86719	0.86876	0.01568
556	108.63619	106.92849	0.99064	0.9902	0.99035	0.01572
68	7.10183	6.99003	0.86847	0.87128	0.87301	0.01574
44	4.5953	4.52292	0.81042	0.81414	0.81659	0.01575
44	1.40476	1.38257	0.56633	0.56579	0.56922	0.0158
157	29.10102	28.64068	0.96473	0.96534	0.96585	0.01582
13	13	12.79369	0.91343	0.91426	0.91536	0.01587
103	19.09175	18.78832	0.94612	0.94912	0.94986	0.01589
5	0.92678	0.91205	0.47622	0.478	0.48194	0.0159
365	38.1201	37.51347	0.97318	0.97187	0.97236	0.01591
13	1.59392	1.56854	0.58762	0.59225	0.59571	0.01592
4	4	3.93624	0.7754	0.7844	0.78694	0.01594
5	0.5658	0.55678	0.39066	0.39257	0.39522	0.01594
157	16.39687	16.13332	0.93717	0.93708	0.93797	0.01607
157	4.06262	3.99674	0.75753	0.76186	0.76435	0.01622
556	14.38737	14.15398	0.90478	0.9049	0.90621	0.01622
157	3.46105	3.4047	0.74325	0.73316	0.73584	0.01628
103	10.75718	10.58052	0.90785	0.90952	0.91078	0.01642
365	365	358.96049	0.99655	0.99674	0.99681	0.01655
103	2.27062	2.23301	0.67311	0.65883	0.66195	0.01656
19	1.98433	1.95143	0.64819	0.64574	0.64962	0.01658
239	44.30028	43.56488	0.97765	0.97649	0.97685	0.0166
19	1.07698	1.05895	0.51078	0.51056	0.51414	0.01674
8	0.33927	0.33358	0.29182	0.29461	0.29716	0.01677
239	24.96084	24.54209	0.95806	0.95691	0.95759	0.01678
239	5.26873	5.18018	0.80402	0.79645	0.79877	0.01681
44	44	43.2586	0.97181	0.96912	0.96958	0.01685
157	157	154.3385	0.98986	0.99095	0.99111	0.01695
103	1.33536	1.31257	0.5544	0.5579	0.5616	0.01706
29	29	28.50265	0.95837	0.95572	0.95636	0.01715
13	0.83371	0.81933	0.45492	0.45591	0.45946	0.01725
68	0.87078	0.85566	0.46665	0.4673	0.47078	0.01736
2	0.39078	0.38395	0.29452	0.29537	0.29831	0.01747
2	0.39078	0.38395	0.29452	0.29537	0.29831	0.01747
239	4.9422	4.85587	0.78868	0.7903	0.79273	0.01747
5	0.54189	0.53237	0.38427	0.38583	0.38863	0.01756
2	1.98807	1.95306	0.65315	0.65202	0.65596	0.01761
2	1.98807	1.95306	0.65315	0.65202	0.65596	0.01761
365	8.04638	7.9045	0.85366	0.84914	0.85113	0.01763
29	0.37597	0.36932	0.30863	0.30972	0.31257	0.01769
29	0.78858	0.77461	0.4669	0.44607	0.44965	0.01771
103	2.66529	2.61801	0.68563	0.69055	0.69382	0.01774
103	103	101.172	0.9853	0.986	0.98624	0.01775
103	20.44056	20.0774	0.9481	0.95123	0.95205	0.01777
157	3.24655	3.18885	0.72104	0.7263	0.72927	0.01777
2	2	1.96436	0.65414	0.65204	0.65593	0.01782
2	2	1.96436	0.65414	0.65204	0.65593	0.01782
239	239	234.742	0.99301	0.99438	0.9945	0.01782
365	7.54772	7.41202	0.84481	0.84345	0.8455	0.01798
19	0.24331	0.23891	0.24916	0.24809	0.25059	0.01806
44	1.31253	1.28881	0.54758	0.54989	0.55379	0.01807
365	67.65524	66.42345	0.98608	0.98421	0.98448	0.01821
19	0.32064	0.31473	0.27869	0.28168	0.28445	0.01843
5	5	4.9066	0.80916	0.81708	0.81966	0.01868
68	1.49905	1.47102	0.59797	0.57722	0.58102	0.0187
8	8	7.84792	0.86915	0.87176	0.87368	0.01901
68	1.14754	1.12568	0.52229	0.52375	0.52792	0.01905
157	2.78848	2.73506	0.69261	0.69744	0.70082	0.01916
68	68	66.6945	0.98077	0.97912	0.97949	0.0192
103	1.12341	1.10174	0.51773	0.51997	0.52376	0.01929
5	4.97018	4.87411	0.8123	0.81829	0.82096	0.01933
157	1.57061	1.53976	0.58254	0.58272	0.58648	0.01965
157	31.15698	30.54078	0.96665	0.96746	0.96809	0.01978
8	0.45346	0.44447	0.34492	0.34578	0.34909	0.01983
13	0.55131	0.54034	0.37036	0.37476	0.37843	0.0199
44	1.051	1.03006	0.52521	0.50422	0.50833	0.01992
29	0.37136	0.36392	0.31217	0.31086	0.31415	0.02003
103	2.1299	2.08687	0.64555	0.64977	0.65372	0.0202
8	1.65769	1.62397	0.61422	0.61691	0.62171	0.02034
365	72.43501	70.95455	0.98521	0.98581	0.9861	0.02044
29	1.22986	1.20468	0.53007	0.537	0.54145	0.02047
19	3.93701	3.85606	0.79017	0.79071	0.79405	0.02056
4	0.74143	0.72618	0.41908	0.42352	0.42834	0.02056
68	1.75961	1.72338	0.60925	0.60898	0.61322	0.02059
157	2.45858	2.40783	0.67069	0.67418	0.67796	0.02064
44	0.78149	0.76534	0.44516	0.44556	0.44959	0.02066
239	47.43005	46.4492	0.97629	0.97846	0.9789	0.02068
8	7.95229	7.78728	0.8711	0.87355	0.87563	0.02075
4	4	3.91676	0.776	0.78357	0.78696	0.02081
13	2.69374	2.6376	0.72063	0.72233	0.72647	0.02084
13	0.3535	0.34613	0.31522	0.30122	0.30453	0.02084
19	19	18.6029	0.93921	0.9367	0.93783	0.0209
29	3.14295	3.0772	0.73968	0.74049	0.74466	0.02092
2	1.97628	1.93464	0.654	0.65065	0.65548	0.02107
2	1.97628	1.93464	0.654	0.65065	0.65548	0.02107
44	44	43.06896	0.97157	0.96999	0.97058	0.02116
19	0.6066	0.59355	0.39404	0.39511	0.39906	0.02152
44	4.76861	4.6658	0.81103	0.81412	0.81746	0.02156
103	1.10963	1.08541	0.5152	0.51718	0.52187	0.02182
29	6.00912	5.87782	0.85084	0.85078	0.8535	0.02185
157	4.37594	4.28012	0.78788	0.78463	0.78825	0.0219
8	0.21754	0.21277	0.24266	0.23214	0.23499	0.02191
365	39.55782	38.68625	0.97284	0.97242	0.97307	0.02203
239	25.90224	25.32763	0.95841	0.95794	0.95883	0.02218
103	11.16289	10.91519	0.90772	0.91033	0.91207	0.02219
29	2.95466	2.88901	0.7335	0.73261	0.73721	0.02222
68	7.36968	7.20581	0.86993	0.87145	0.87392	0.02224
239	239	233.64901	0.99452	0.99479	0.99492	0.02239
44	0.4799	0.46915	0.35947	0.36048	0.3644	0.0224
157	17.01528	16.6339	0.93685	0.93817	0.93941	0.02241
13	2.51694	2.46046	0.71263	0.71495	0.71965	0.02244
365	37.18798	36.35221	0.97227	0.97116	0.97184	0.02247
103	103	100.6845	0.98484	0.98699	0.98729	0.02248
44	0.57044	0.55755	0.37865	0.38117	0.38547	0.0226
365	365	356.70151	0.99686	0.99671	0.99679	0.02274
4	0.49044	0.47928	0.36421	0.36665	0.37033	0.02274
2	0.24522	0.23964	0.26703	0.26801	0.27087	0.02274
2	0.24522	0.23964	0.26703	0.26801	0.27087	0.02274
19	1.0063	0.98334	0.4932	0.49387	0.49867	0.02282
29	29	28.33648	0.95742	0.95609	0.95698	0.02288
68	68	66.433	0.9804	0.98018	0.98063	0.02304
13	2.57988	2.52002	0.71308	0.71407	0.71882	0.0232
29	0.48939	0.47796	0.34822	0.35005	0.3543	0.02337
19	3.77059	3.68228	0.78829	0.78453	0.78847	0.02342
8	1.58762	1.55037	0.60412	0.60601	0.61164	0.02346
103	1.82939	1.78645	0.61388	0.61779	0.62247	0.02347
8	0.86702	0.84663	0.46229	0.46534	0.4698	0.02352
157	156.06362	152.3842	0.98988	0.99204	0.99225	0.02358
157	15.99592	15.61778	0.93473	0.93599	0.93733	0.02364
44	9.11728	8.90166	0.89138	0.89521	0.89738	0.02365
68	67.59443	65.99453	0.98189	0.98066	0.98111	0.02367
19	2.05917	2.01033	0.65012	0.64946	0.65485	0.02372
157	157	153.2685	0.9898	0.99169	0.99191	0.02377
19	3.67861	3.5908	0.78692	0.78635	0.79041	0.02387
13	13	12.68956	0.91057	0.91286	0.91458	0.02388
44	43.73757	42.69006	0.97048	0.97053	0.9712	0.02395
29	1.06052	1.03511	0.49658	0.50502	0.51012	0.02396
19	0.45384	0.44297	0.36139	0.34405	0.34815	0.02396
103	2.87084	2.80187	0.71173	0.70919	0.71382	0.02402
103	10.49414	10.24177	0.90453	0.90757	0.90949	0.02405
239	237.57455	231.85088	0.99377	0.99509	0.99523	0.02409
4	4	3.90344	0.77957	0.78619	0.7901	0.02414
239	24.35048	23.76149	0.95709	0.95617	0.95716	0.02419
44	0.96997	0.94646	0.50822	0.48785	0.49279	0.02424
13	1.3245	1.29232	0.55288	0.55306	0.55855	0.0243
68	6.92817	6.75935	0.86426	0.8678	0.87057	0.02437
103	102.38569	99.87475	0.9858	0.98736	0.98769	0.02452
44	4.48293	4.37288	0.80418	0.80863	0.81257	0.02455
68	4.36093	4.25335	0.79242	0.79278	0.7968	0.02467
365	1.96008	1.91171	0.62544	0.62519	0.62986	0.02468
8	1.54889	1.51061	0.59901	0.60337	0.60949	0.02471
44	2.82178	2.75197	0.71039	0.7144	0.7193	0.02474
5	5	4.87575	0.80876	0.8167	0.8202	0.02485
239	6.49898	6.33698	0.8304	0.82642	0.8295	0.02493
157	4.68335	4.56485	0.79641	0.79784	0.80184	0.0253
157	2.01047	1.95953	0.62883	0.63195	0.63688	0.02534
29	5.61471	5.47227	0.84515	0.84868	0.85192	0.02537
8	0.90528	0.88214	0.47336	0.47401	0.47896	0.02557
29	28.82704	28.08964	0.95834	0.95679	0.95778	0.02558
68	14.09034	13.7298	0.92652	0.92884	0.93051	0.02559
29	5.75511	5.60778	0.84592	0.84658	0.84987	0.0256
44	8.73189	8.50739	0.89116	0.89273	0.89516	0.02571
5	0.32066	0.31239	0.28402	0.28749	0.29133	0.02579
8	8	7.79264	0.86715	0.87192	0.87454	0.02592
19	1.93581	1.8855	0.63867	0.6382	0.64428	0.02599
19	3.71239	3.61557	0.7851	0.78168	0.78607	0.02608
13	12.92247	12.58532	0.91429	0.9141	0.91595	0.02609
103	6.60553	6.43305	0.85156	0.8523	0.8556	0.02611
13	13	12.65992	0.91229	0.91315	0.91501	0.02616
157	10.06862	9.80478	0.89521	0.89818	0.90062	0.0262
8	8	7.79008	0.87052	0.8727	0.87534	0.02624
157	4.2692	4.15672	0.77394	0.76849	0.77253	0.02635
68	3.85444	3.75264	0.77077	0.77092	0.77552	0.02641
2	2	1.94712	0.64995	0.647	0.65293	0.02644
2	2	1.94712	0.64995	0.647	0.65293	0.02644
5	5	4.8676	0.81244	0.81923	0.82291	0.02648
103	1.61295	1.57023	0.5898	0.59226	0.59762	0.02649
365	362.82306	353.19831	0.99666	0.99699	0.99708	0.02653
68	0.41654	0.40549	0.32605	0.32596	0.33063	0.02654
239	7.12943	6.94012	0.85641	0.8565	0.85978	0.02655
239	15.32739	14.9198	0.93017	0.9313	0.93306	0.02659
365	9.92522	9.66128	0.8757	0.87259	0.87517	0.02659
68	13.28644	12.93279	0.92485	0.92528	0.92708	0.02662
19	18.88668	18.38373	0.93848	0.93746	0.93888	0.02663
103	3.07252	2.99041	0.72115	0.72439	0.72949	0.02672
157	157	152.8	0.99084	0.99186	0.99211	0.02675
365	23.40794	22.77894	0.95344	0.95471	0.95594	0.02687
44	2.49405	2.42683	0.6862	0.68839	0.69394	0.02695
5	1.03605	1.00811	0.49243	0.502	0.50864	0.02697
29	5.66628	5.5134	0.84502	0.84397	0.84744	0.02698
13	2.54005	2.47147	0.71035	0.71094	0.71648	0.027
103	20.12505	19.58109	0.94892	0.94889	0.95018	0.02703
8	1.56311	1.52081	0.59834	0.60266	0.60919	0.02706
103	2.80082	2.72499	0.70811	0.69826	0.70318	0.02707
239	46.69793	45.43347	0.97587	0.97717	0.97777	0.02708
13	0.73688	0.71686	0.43217	0.43126	0.43659	0.02716
4	0.45264	0.44033	0.35474	0.35533	0.35957	0.0272
4	0.16964	0.16501	0.20063	0.20338	0.20645	0.02727
8	0.81508	0.79277	0.44353	0.45405	0.45912	0.02737
157	30.67605	29.83509	0.96376	0.96567	0.96657	0.02741
44	8.51888	8.28393	0.89176	0.89407	0.89664	0.02758
13	2.36622	2.30074	0.70552	0.70386	0.70991	0.02767
8	0.98087	0.9536	0.48406	0.48884	0.4944	0.0278
103	0.96873	0.9417	0.48355	0.48729	0.49316	0.0279
365	10.88805	10.58384	0.90194	0.90182	0.90442	0.02794
103	1.0304	1.00162	0.49765	0.50046	0.50589	0.02794
68	1.89531	1.84233	0.62621	0.6254	0.63125	0.02796
556	15.11897	14.69428	0.91088	0.90839	0.91051	0.02809
44	8.59711	8.35553	0.89051	0.89013	0.89281	0.0281
19	19	18.4642	0.93736	0.93652	0.93804	0.0282
4	4	3.88696	0.77286	0.78093	0.78549	0.02826
44	0.33014	0.3208	0.28359	0.28202	0.28653	0.0283
68	1.40615	1.36627	0.56363	0.56369	0.56971	0.02836
13	2.40964	2.34094	0.70461	0.70537	0.71151	0.02851
365	1.75811	1.70796	0.60555	0.60478	0.61027	0.02853
157	8.89922	8.64474	0.88475	0.88518	0.88811	0.0286
29	1.85981	1.80654	0.62396	0.62662	0.63292	0.02864
103	5.83834	5.67067	0.83313	0.83491	0.83886	0.02872
19	2.15005	2.0883	0.6567	0.65568	0.66202	0.02872
157	5.01245	4.86835	0.80696	0.80838	0.81274	0.02875
19	3.45832	3.35796	0.77856	0.77856	0.78374	0.02902
103	5.45522	5.29657	0.82129	0.82233	0.82652	0.02908
29	3.28166	3.18619	0.74377	0.74342	0.74909	0.02909
29	29	28.15523	0.95624	0.95592	0.95706	0.02913
239	13.54722	13.152	0.92171	0.9218	0.92394	0.02917
29	0.92587	0.89879	0.47253	0.47508	0.48114	0.02925
68	68	66.0105	0.98003	0.98012	0.9807	0.02926
29	0.6927	0.67241	0.4416	0.41933	0.42504	0.02929
239	239	231.97001	0.99485	0.99502	0.99519	0.02941
29	2.95466	2.86765	0.7321	0.73337	0.73949	0.02945
103	3.28842	3.19137	0.73465	0.73745	0.74293	0.02951
19	3.52178	3.41775	0.77681	0.77896	0.78415	0.02954
103	21.34273	20.71187	0.9503	0.95147	0.95283	0.02956
365	20.68926	20.07593	0.94669	0.94787	0.94939	0.02965
103	5.19232	5.03831	0.8139	0.81392	0.81835	0.02966
5	0.99226	0.96279	0.48383	0.49032	0.49762	0.0297
103	103	99.9255	0.98505	0.98701	0.98743	0.02985
8	1.48285	1.43853	0.5907	0.59187	0.59937	0.02989
29	5.37535	5.21457	0.8467	0.84342	0.84736	0.02991
68	3.6015	3.4937	0.75446	0.75539	0.76076	0.02993
365	365	354.0565	0.99675	0.997	0.9971	0.02998
2	0.41442	0.40199	0.30398	0.3067	0.31183	0.03
2	0.41442	0.40199	0.30398	0.3067	0.31183	0.03
44	4.97907	4.82969	0.81203	0.81564	0.82024	0.03
29	5.27849	5.11934	0.84137	0.84393	0.84796	0.03015
68	6.92817	6.7191	0.865	0.8682	0.8716	0.03018
157	8.31524	8.06337	0.87438	0.87516	0.87847	0.03029
365	37.18798	36.06103	0.97208	0.97118	0.97213	0.0303
44	0.56345	0.54636	0.3821	0.38123	0.3869	0.03033
68	0.74167	0.71916	0.43635	0.43782	0.44364	0.03035
44	2.33039	2.25963	0.66919	0.6712	0.67753	0.03036
44	44	42.66196	0.96992	0.96976	0.97062	0.03041
8	8	7.75672	0.87099	0.8737	0.87668	0.03041
13	1.3577	1.31636	0.55494	0.55492	0.56185	0.03045
239	24.35048	23.60881	0.95691	0.95601	0.95727	0.03046
365	71.31692	69.13999	0.9853	0.98492	0.98538	0.03052
68	2.02846	1.96646	0.63846	0.64015	0.64666	0.03057
44	4.48293	4.34567	0.80437	0.80951	0.8144	0.03062
239	27.04538	26.21687	0.95867	0.95935	0.96054	0.03063
239	7.63042	7.3961	0.86283	0.86431	0.86793	0.03071
157	1.178	1.14165	0.52337	0.52875	0.53519	0.03085
103	11.65554	11.29586	0.90875	0.91179	0.91423	0.03086
29	0.86508	0.83834	0.46017	0.46055	0.46683	0.03091
365	41.30361	40.02631	0.97341	0.9733	0.97416	0.03092
68	13.49474	13.0771	0.92396	0.92715	0.92923	0.03095
68	7.69492	7.45643	0.86948	0.87269	0.87614	0.03099
68	1.84908	1.79171	0.63321	0.61811	0.62442	0.03103
239	12.65823	12.26482	0.91336	0.91435	0.91682	0.03108
157	7.9145	7.66661	0.86794	0.8689	0.87249	0.03132
8	1.45613	1.41046	0.58464	0.58808	0.59606	0.03137
2	2	1.93722	0.64917	0.64842	0.65555	0.03139
2	2	1.93722	0.64917	0.64842	0.65555	0.03139
157	17.76621	17.20793	0.93797	0.93973	0.94147	0.03142
44	8.00874	7.75638	0.88988	0.8914	0.89445	0.03151
8	0.83551	0.80912	0.44545	0.45609	0.46197	0.03158
239	5.70883	5.52854	0.81155	0.80624	0.81047	0.03158
68	13.16554	12.74753	0.92509	0.92783	0.92991	0.03175
4	3.95257	3.8268	0.78196	0.78558	0.79079	0.03182
157	15.99592	15.4867	0.93488	0.93565	0.93745	0.03183
4	0.82884	0.80245	0.43839	0.44755	0.45514	0.03185
68	12.60426	12.20204	0.92446	0.92509	0.92722	0.03191
365	19.3316	18.71328	0.94257	0.94265	0.94444	0.03198
556	115.20928	111.52445	0.9906	0.99119	0.99149	0.03198
44	8.1557	7.89358	0.889	0.89013	0.89321	0.03214
103	10.49414	10.15614	0.90346	0.90736	0.90992	0.03221
68	3.42794	3.31739	0.74466	0.7448	0.75071	0.03225
5	5	4.8386	0.80496	0.81383	0.81838	0.03228
239	239	231.26051	0.99401	0.99659	0.99685	0.03238
365	8.7185	8.436	0.86147	0.85686	0.86036	0.0324
68	68	65.795	0.98061	0.97885	0.97949	0.03243
365	75.63199	73.17779	0.98642	0.98628	0.98674	0.03245
103	19.09175	18.47155	0.94735	0.94834	0.94986	0.03249
19	19	18.38193	0.93776	0.93615	0.93787	0.03253
157	29.10102	28.15246	0.96279	0.96479	0.96585	0.0326
29	29	28.05344	0.95655	0.95512	0.95636	0.03264
5	0.97694	0.94503	0.48068	0.48639	0.49451	0.03267
103	0.63094	0.61033	0.39814	0.40152	0.40801	0.03267
13	0.47541	0.45987	0.34077	0.34767	0.35342	0.03269
103	103	99.6265	0.98468	0.98578	0.98624	0.03275
4	0.43351	0.4193	0.34793	0.34946	0.35439	0.03278
239	12.04819	11.65227	0.90885	0.91007	0.91283	0.03286
44	1.13857	1.10116	0.51513	0.51772	0.52436	0.03286
365	11.65315	11.26991	0.90677	0.90711	0.90998	0.03289
68	12.37714	11.96969	0.9242	0.92657	0.92878	0.03292
19	0.51666	0.49958	0.37931	0.36278	0.36882	0.03305
68	0.88159	0.85242	0.46162	0.46578	0.47283	0.03309
103	2.46029	2.37879	0.6847	0.67134	0.67756	0.03313
8	0.29256	0.28286	0.26878	0.27166	0.27645	0.03315
29	29	28.03807	0.95859	0.95476	0.95604	0.03317
157	3.75015	3.62567	0.75336	0.74441	0.74979	0.03319
19	19	18.3692	0.94048	0.93584	0.93757	0.0332
365	365	352.78498	0.99646	0.99666	0.99681	0.03347
239	49.52341	47.86386	0.97696	0.97872	0.97945	0.03351
5	0.96805	0.9356	0.47692	0.48362	0.49208	0.03353
157	32.53212	31.43949	0.96525	0.96758	0.96865	0.03359
365	18.39996	17.779	0.93919	0.94004	0.94204	0.03375
239	239	230.90949	0.99299	0.99427	0.9945	0.03385
68	0.51022	0.49283	0.35649	0.35695	0.3636	0.03408
44	2.21808	2.1424	0.65504	0.65929	0.66645	0.03412
2	0.22632	0.21859	0.257	0.25967	0.26381	0.03418
2	0.22632	0.21859	0.257	0.25967	0.26381	0.03418
239	44.30028	42.78573	0.97735	0.97609	0.97685	0.03419
44	44	42.493	0.97096	0.96863	0.96958	0.03425
157	157	151.61401	0.98983	0.99077	0.99111	0.03431
13	13	12.55137	0.91096	0.91293	0.91536	0.03451
556	108.63619	104.87945	0.99265	0.99001	0.99035	0.03458
157	3.46105	3.34109	0.73988	0.73006	0.73584	0.03466
68	2.171	2.09568	0.65239	0.65445	0.66177	0.03469
103	3.76668	3.63597	0.75347	0.75625	0.76223	0.0347
29	1.6438	1.58649	0.5949	0.59803	0.60576	0.03487
5	4.97018	4.79602	0.81112	0.81605	0.82096	0.03504
13	0.68852	0.6644	0.41378	0.41628	0.42299	0.03504
239	5.26873	5.08394	0.80053	0.79386	0.79877	0.03507
13	13	12.54357	0.91444	0.91311	0.91551	0.03511
19	1.93581	1.86769	0.63855	0.63785	0.64618	0.03519
68	1.20775	1.16518	0.52821	0.53051	0.53795	0.03525
8	0.51305	0.49496	0.35785	0.36084	0.36709	0.03527
4	0.79381	0.76581	0.43018	0.43612	0.44443	0.03527
157	28.57663	27.56698	0.96406	0.96614	0.96727	0.03533
157	5.74145	5.53851	0.81929	0.82159	0.82657	0.03535
157	1.71238	1.65185	0.59679	0.59858	0.60548	0.03535
103	18.74772	18.08182	0.94548	0.94979	0.95145	0.03552
103	20.44056	19.70689	0.94788	0.95036	0.95205	0.03589
103	1.31897	1.2716	0.54514	0.54663	0.55396	0.03592
4	3.97614	3.83185	0.77296	0.78241	0.78829	0.03629
239	8.74017	8.42256	0.87324	0.87387	0.8779	0.03634
103	103	99.22351	0.98637	0.98686	0.98744	0.03667
68	68	65.4955	0.98141	0.97929	0.98007	0.03683
2	1.91022	1.83973	0.64775	0.65247	0.66134	0.0369
2	1.91022	1.83973	0.64775	0.65247	0.66134	0.0369
239	43.502	41.89498	0.9765	0.97716	0.97795	0.03694
365	8.04638	7.74914	0.85113	0.8469	0.85113	0.03694
4	0.25653	0.24699	0.2504	0.25449	0.25963	0.03716
2	0.39078	0.37625	0.29046	0.29203	0.29831	0.03718
2	0.39078	0.37625	0.29046	0.29203	0.29831	0.03718
29	0.6393	0.61553	0.42557	0.40427	0.41133	0.03719
5	0.92678	0.89229	0.4681	0.47263	0.48194	0.03722
68	1.62427	1.56363	0.60887	0.5896	0.59727	0.03733
5	4.94071	4.75543	0.81367	0.8185	0.8238	0.0375
4	4	3.8496	0.76991	0.78084	0.78694	0.0376
157	157	151.096	0.99001	0.99249	0.99292	0.03761
365	13.34796	12.8418	0.91402	0.91454	0.91773	0.03792
239	1.28345	1.23468	0.53924	0.54091	0.54853	0.038
2	0.3969	0.38177	0.29791	0.29845	0.30473	0.03814
2	0.3969	0.38177	0.29791	0.29845	0.30473	0.03814
103	19.94192	19.18025	0.94537	0.95031	0.95206	0.03819
44	1.19646	1.15077	0.54582	0.52711	0.5352	0.03819
13	1.3245	1.27376	0.54618	0.54881	0.55744	0.03831
44	4.44175	4.2715	0.80007	0.80552	0.81173	0.03833
