B	BB05x	Beff	ElimB	EunlBeff	EunlB	pfull
4	0.77444	0.74474	0.42141	0.42864	0.43782	0.03835
365	72.43501	69.64229	0.98507	0.98555	0.9861	0.03855
157	3.29424	3.16708	0.72907	0.71877	0.72537	0.0386
103	2.27062	2.18296	0.66769	0.65456	0.66195	0.03861
19	0.80577	0.7746	0.43851	0.44414	0.45216	0.03868
19	1.2185	1.17134	0.52703	0.53152	0.54014	0.0387
365	67.65524	65.03364	0.98358	0.98388	0.98448	0.03875
29	1.53594	1.47619	0.5781	0.58054	0.58912	0.0389
44	44	42.28708	0.97063	0.96846	0.96959	0.03893
29	2.92752	2.81343	0.72645	0.72822	0.73639	0.03897
8	7.95229	7.64207	0.86882	0.87166	0.87563	0.03901
4	0.78156	0.75101	0.4233	0.43138	0.44073	0.03908
29	1.46191	1.40471	0.56642	0.5698	0.57835	0.03913
157	31.15698	29.9234	0.96448	0.9668	0.96809	0.03959
239	47.43005	45.54426	0.97646	0.97804	0.9789	0.03976
103	10.39774	9.98259	0.90163	0.90548	0.90874	0.03993
8	8	7.6804	0.86629	0.86956	0.87368	0.03995
19	2.32957	2.23623	0.66519	0.66875	0.67741	0.04007
13	0.31052	0.29805	0.29555	0.28215	0.28811	0.04018
157	15.84898	15.21103	0.93252	0.93454	0.93689	0.04025
68	2.48674	2.38632	0.67497	0.67882	0.68686	0.04038
13	12.92247	12.39691	0.91424	0.91303	0.91595	0.04067
239	24.12679	23.14052	0.95501	0.95544	0.95719	0.04088
68	1.06486	1.0212	0.5034	0.50458	0.51314	0.04101
2	2	1.9178	0.64243	0.64501	0.65415	0.0411
2	2	1.9178	0.64243	0.64501	0.65415	0.0411
365	70.66796	67.75963	0.9859	0.98504	0.98564	0.04115
44	0.47402	0.45449	0.3446	0.34673	0.35398	0.04119
157	30.3969	29.14076	0.96389	0.96636	0.96767	0.04132
68	6.86453	6.58051	0.86071	0.86492	0.8697	0.04137
29	3.02872	2.90318	0.73111	0.73386	0.74248	0.04145
365	38.1201	36.53838	0.97196	0.97106	0.97236	0.04149
239	46.27299	44.34434	0.97707	0.97743	0.97834	0.04168
103	2.16119	2.07093	0.65791	0.64239	0.65044	0.04176
365	66.43611	63.6438	0.98429	0.98454	0.98515	0.04203
5	0.28341	0.27144	0.26696	0.27119	0.27722	0.04224
68	67.59443	64.71918	0.9809	0.98028	0.98111	0.04254
29	3.55566	3.40437	0.74996	0.75333	0.76136	0.04255
13	0.16647	0.15935	0.19782	0.19776	0.20274	0.04277
13	13	12.4436	0.9108	0.91145	0.91458	0.0428
239	24.96084	23.88752	0.9561	0.9558	0.95759	0.043
44	4.5953	4.39752	0.80284	0.80974	0.81659	0.04304
68	7.10183	6.79577	0.86277	0.86817	0.87301	0.0431
157	19.24963	18.41938	0.93991	0.944	0.9463	0.04313
157	6.65818	6.37091	0.8383	0.84234	0.84788	0.04315
44	1.22638	1.17329	0.53002	0.53154	0.54069	0.04329
13	1.40891	1.34792	0.55629	0.55995	0.56966	0.04329
103	4.36811	4.17886	0.77582	0.7818	0.78881	0.04333
5	0.52219	0.49952	0.37359	0.37669	0.38342	0.04342
44	0.74253	0.71011	0.42275	0.42606	0.4352	0.04366
239	29.30358	28.02317	0.96082	0.96254	0.96413	0.04369
103	10.75718	10.28501	0.90318	0.9073	0.91078	0.04389
19	19	18.16533	0.93557	0.93541	0.93783	0.04393
365	44.75233	42.7839	0.97437	0.97525	0.97634	0.04398
44	5.3948	5.15694	0.81869	0.82305	0.82963	0.04409
157	2.03545	1.94565	0.63683	0.64105	0.65028	0.04412
157	16.39687	15.67306	0.93405	0.93547	0.93797	0.04414
13	12.84585	12.27716	0.91531	0.91473	0.91783	0.04427
5	5	4.77805	0.80435	0.81338	0.81966	0.04439
239	10.13571	9.68384	0.88633	0.88925	0.89363	0.04458
8	7.90514	7.55265	0.87085	0.87381	0.87832	0.04459
157	1.69137	1.61588	0.59788	0.60216	0.61182	0.04463
5	0.91008	0.86947	0.45783	0.46597	0.47726	0.04463
103	12.62874	12.06204	0.91211	0.91676	0.92023	0.04487
2	0.12826	0.1225	0.16953	0.17219	0.17681	0.04489
2	0.12826	0.1225	0.16953	0.17219	0.17681	0.04489
68	1.49905	1.4317	0.59021	0.57176	0.58102	0.04493
365	2.835	2.70685	0.70986	0.70727	0.7167	0.0452
29	28.65613	27.35915	0.95894	0.9566	0.95832	0.04526
68	0.68027	0.64943	0.41851	0.41896	0.42749	0.04533
44	44	42.0046	0.96953	0.96928	0.97058	0.04535
5	0.54189	0.51731	0.37625	0.38132	0.38863	0.04535
157	1.32133	1.26137	0.54595	0.54843	0.55812	0.04538
239	1.1512	1.09852	0.5173	0.51942	0.52857	0.04576
68	8.33742	7.95531	0.87343	0.87848	0.88347	0.04583
68	67.19368	64.11018	0.98241	0.98013	0.98102	0.04589
157	157	149.78251	0.98958	0.99148	0.99191	0.04597
13	0.21938	0.20928	0.22275	0.22689	0.23267	0.04605
19	1.98433	1.89286	0.63783	0.63864	0.64962	0.0461
365	15.47922	14.76446	0.92373	0.92486	0.92821	0.04618
29	0.3163	0.30169	0.28912	0.2894	0.29651	0.04619
239	239	227.91499	0.99402	0.99465	0.99492	0.04638
4	0.74143	0.70703	0.41152	0.41738	0.42834	0.0464
19	3.61079	3.44278	0.78129	0.78337	0.79157	0.04653
44	1.31253	1.25112	0.54094	0.54355	0.55379	0.04679
19	1.07698	1.02656	0.50211	0.50399	0.51414	0.04681
68	0.73257	0.69825	0.42315	0.4261	0.43563	0.04685
68	2.8838	2.74841	0.70325	0.70831	0.71737	0.04695
13	2.47054	2.35443	0.70498	0.70893	0.71922	0.047
44	43.47826	41.43391	0.9715	0.97002	0.97132	0.04702
5	0.21204	0.20205	0.22196	0.2268	0.23271	0.04715
365	365	347.78149	0.99681	0.99663	0.99679	0.04717
157	2.64948	2.52451	0.68656	0.69165	0.70074	0.04717
19	1.91803	1.82744	0.62936	0.63202	0.64323	0.04723
103	103	98.1345	0.98468	0.98664	0.98729	0.04724
5	0.5658	0.53902	0.38224	0.38727	0.39522	0.04734
44	0.90986	0.86671	0.46756	0.46967	0.47935	0.04743
4	4	3.8084	0.76847	0.77897	0.78696	0.0479
44	1.051	1.00044	0.51698	0.49826	0.50833	0.0481
29	28.82704	27.43902	0.95788	0.95587	0.95778	0.04815
13	0.41504	0.39505	0.32314	0.32659	0.33436	0.04818
68	68	64.7205	0.98044	0.97967	0.98063	0.04823
5	0.61305	0.58345	0.39417	0.39901	0.40746	0.04828
103	2.80082	2.66506	0.69691	0.69818	0.70784	0.04847
239	236.16601	224.7006	0.99463	0.9951	0.99541	0.04855
19	0.24331	0.23136	0.24388	0.24375	0.25059	0.04908
68	1.4268	1.35676	0.57832	0.55959	0.56964	0.04909
103	101.77866	96.7584	0.98582	0.98688	0.98756	0.04933
13	1.47109	1.3985	0.56311	0.56797	0.57891	0.04934
19	0.69483	0.66037	0.40658	0.41388	0.42377	0.04959
13	1.3245	1.25882	0.54457	0.54725	0.55855	0.04959
239	237.57455	225.66252	0.99332	0.99493	0.99523	0.05014
19	3.67861	3.49416	0.77905	0.78169	0.79041	0.05014
29	5.51121	5.23455	0.84314	0.84698	0.85354	0.0502
157	0.96172	0.91328	0.47756	0.48198	0.49244	0.05037
365	362.82306	344.52883	0.99646	0.99691	0.99708	0.05042
8	0.81508	0.77387	0.43564	0.44892	0.45838	0.05056
19	0.24633	0.23382	0.24306	0.24458	0.25128	0.05076
44	43.73757	41.51702	0.96956	0.96975	0.9712	0.05077
2	1.98807	1.88712	0.63969	0.64435	0.65596	0.05078
2	1.98807	1.88712	0.63969	0.64435	0.65596	0.05078
103	1.12341	1.06635	0.51146	0.5136	0.52376	0.0508
4	0.72807	0.69107	0.4042	0.4113	0.42335	0.05081
29	2.95466	2.80415	0.7238	0.72644	0.73721	0.05094
157	156.06362	148.06113	0.98959	0.99177	0.99225	0.05128
8	8	7.58888	0.86399	0.86923	0.87454	0.05139
8	0.45346	0.42999	0.33721	0.34036	0.34909	0.05176
13	2.51694	2.38661	0.70308	0.70857	0.71965	0.05178
8	1.52033	1.44154	0.58969	0.59268	0.60604	0.05183
44	1.40476	1.33194	0.55465	0.55778	0.56922	0.05184
29	29	27.47866	0.9546	0.95487	0.95698	0.05246
29	5.61471	5.32017	0.84083	0.84505	0.85192	0.05246
8	0.33927	0.32143	0.28389	0.28907	0.29716	0.05258
44	8.36184	7.921	0.88823	0.89288	0.89781	0.05272
19	0.45384	0.42988	0.35595	0.33903	0.34815	0.05279
19	18.88668	17.88739	0.93712	0.93598	0.93888	0.05291
5	5	4.7354	0.80109	0.81256	0.8202	0.05292
19	3.77059	3.57037	0.7799	0.77931	0.78847	0.0531
2	1.97628	1.87107	0.64015	0.64301	0.65548	0.05324
2	1.97628	1.87107	0.64015	0.64301	0.65548	0.05324
365	37.18798	35.19557	0.9705	0.97017	0.97184	0.05358
4	4	3.7856	0.7701	0.7812	0.7901	0.0536
19	18.7747	17.76256	0.93771	0.9372	0.94007	0.05391
5	5	4.73005	0.80698	0.81523	0.82291	0.05399
4	3.82044	3.61417	0.77447	0.7861	0.79468	0.05399
157	4.37594	4.13938	0.78145	0.77911	0.78825	0.05406
2	0.37071	0.35064	0.27869	0.28268	0.29131	0.05414
2	0.37071	0.35064	0.27869	0.28268	0.29131	0.05414
44	1.60907	1.52158	0.57547	0.58658	0.59836	0.05437
68	6.92817	6.54997	0.8587	0.86419	0.87057	0.05459
8	0.13501	0.12763	0.16875	0.17376	0.17917	0.05461
68	0.87078	0.82322	0.45864	0.45966	0.47078	0.05462
44	4.48293	4.23745	0.79681	0.80355	0.81257	0.05476
8	7.64088	7.22147	0.87194	0.8726	0.878	0.05489
19	1.0063	0.95057	0.48398	0.48686	0.49867	0.05538
157	15.99592	15.10759	0.93091	0.93409	0.93733	0.05553
103	0.55312	0.52233	0.37051	0.37366	0.38425	0.05566
44	8.51888	8.04293	0.88824	0.8913	0.89664	0.05587
44	0.4799	0.45309	0.35429	0.35451	0.3644	0.05588
13	1.59392	1.50472	0.57484	0.58329	0.59571	0.05596
239	24.35048	22.98192	0.95481	0.95479	0.95716	0.0562
13	0.83371	0.78679	0.44311	0.44771	0.45946	0.05627
103	102.38569	96.5835	0.9849	0.9869	0.98769	0.05667
8	0.86702	0.81789	0.4501	0.45893	0.4698	0.05667
19	3.93701	3.71343	0.78155	0.78453	0.79405	0.05679
13	2.57988	2.43303	0.70384	0.70686	0.71882	0.05692
19	0.95781	0.90327	0.476	0.47738	0.48929	0.05694
8	0.21754	0.20509	0.23526	0.22749	0.23499	0.05723
13	2.69374	2.53931	0.7067	0.71475	0.72647	0.05733
13	2.33729	2.2028	0.69591	0.69516	0.70815	0.05754
44	0.96997	0.91414	0.5005	0.48088	0.49279	0.05756
103	2.87084	2.70518	0.70366	0.70246	0.71382	0.0577
29	6.00912	5.66227	0.84254	0.8461	0.8535	0.05772
8	1.54889	1.45947	0.58903	0.59489	0.60949	0.05773
68	12.92284	12.17655	0.92377	0.92654	0.9303	0.05775
2	0.24522	0.23105	0.2583	0.26354	0.27087	0.05778
2	0.24522	0.23105	0.2583	0.26354	0.27087	0.05778
44	1.86599	1.75776	0.60911	0.61806	0.63063	0.058
29	0.37597	0.35417	0.30038	0.30313	0.31257	0.058
29	5.75511	5.42085	0.8384	0.84219	0.84987	0.05808
103	10.49414	9.88085	0.89906	0.90466	0.90949	0.05844
29	0.78858	0.74249	0.4551	0.43765	0.44965	0.05845
157	2.45858	2.31467	0.66009	0.66697	0.67796	0.05853
44	9.11728	8.58119	0.88824	0.89181	0.89738	0.0588
19	3.41604	3.2136	0.77111	0.77173	0.78268	0.05926
8	8	7.52536	0.86247	0.86919	0.87534	0.05933
2	2	1.8807	0.63757	0.64255	0.65593	0.05965
2	2	1.8807	0.63757	0.64255	0.65593	0.05965
13	13	12.2239	0.90631	0.91064	0.91501	0.0597
103	103	96.8465	0.98394	0.98658	0.98743	0.05974
5	4.77555	4.48992	0.8077	0.81782	0.82599	0.05981
68	1.84908	1.73803	0.60888	0.61091	0.62388	0.06006
13	0.3535	0.33226	0.30647	0.29487	0.30453	0.06008
103	11.16289	10.49214	0.90218	0.90718	0.91207	0.06009
29	2.92752	2.75146	0.71976	0.72269	0.73551	0.06014
157	157	147.5335	0.99025	0.99153	0.99211	0.0603
2	1.94363	1.82643	0.63833	0.64303	0.65758	0.0603
2	1.94363	1.82643	0.63833	0.64303	0.65758	0.0603
44	7.91082	7.43246	0.8864	0.8882	0.89425	0.06047
4	0.22673	0.21301	0.23449	0.23892	0.24697	0.06052
8	1.65769	1.55726	0.59829	0.60706	0.62171	0.06058
29	3.14295	2.95249	0.72727	0.73222	0.74466	0.0606
44	0.78149	0.73412	0.43578	0.43761	0.44959	0.06061
29	5.21395	4.89726	0.83407	0.83902	0.84745	0.06074
44	8.73189	8.20099	0.88364	0.88921	0.89516	0.0608
8	1.58762	1.49088	0.58997	0.59667	0.61164	0.06093
365	365	342.73599	0.99665	0.99688	0.9971	0.061
157	7.62691	7.1615	0.85926	0.85982	0.86722	0.06102
239	25.90224	24.32156	0.95505	0.95631	0.95883	0.06103
103	0.77283	0.7256	0.42858	0.43445	0.44754	0.06111
103	5.00364	4.69735	0.8011	0.80194	0.81154	0.06121
5	0.13596	0.12763	0.1788	0.17397	0.18043	0.06129
157	2.78848	2.61718	0.68126	0.68967	0.70082	0.06143
44	44	41.29576	0.96775	0.96883	0.97062	0.06146
19	0.6066	0.56931	0.38454	0.38762	0.39906	0.06148
68	13.16554	12.35508	0.924	0.92577	0.92991	0.06156
19	19	17.8296	0.9344	0.93462	0.93804	0.0616
68	13.49474	12.66233	0.92443	0.92497	0.92923	0.06168
68	12.22582	11.47114	0.92161	0.92446	0.92874	0.06173
68	7.36968	6.91368	0.86138	0.86679	0.87392	0.06187
239	239	224.20901	0.99435	0.99481	0.99519	0.06189
365	39.55782	37.10821	0.97076	0.97118	0.97307	0.06192
68	14.09034	13.21622	0.92197	0.92632	0.93051	0.06204
29	29	27.19794	0.95446	0.95455	0.95706	0.06214
19	19	17.81592	0.9392	0.93424	0.93757	0.06232
44	4.44175	4.16468	0.79267	0.80061	0.81099	0.06238
68	68	63.75	0.97919	0.97943	0.9807	0.0625
8	8	7.49928	0.86517	0.87036	0.87668	0.06259
157	17.01528	15.94565	0.93276	0.93579	0.93941	0.06286
29	27.69819	25.95431	0.95855	0.95555	0.95808	0.06296
29	0.37136	0.34795	0.30258	0.30365	0.31415	0.06303
68	68	63.7075	0.98096	0.9787	0.98007	0.06312
19	3.45832	3.23996	0.76844	0.77215	0.78374	0.06314
44	4.76861	4.46752	0.79947	0.8073	0.81746	0.06314
8	0.81508	0.76353	0.43207	0.44728	0.45912	0.06324
44	0.92323	0.86484	0.49045	0.46994	0.48278	0.06324
103	18.51852	17.34484	0.94606	0.94841	0.95146	0.06338
29	5.27849	4.94193	0.83607	0.83916	0.84796	0.06376
365	9.44495	8.84144	0.85965	0.86212	0.86876	0.0639
19	1.93581	1.81208	0.62552	0.62902	0.64428	0.06392
239	11.6104	10.86811	0.90162	0.90327	0.909	0.06393
239	6.1845	5.78887	0.80797	0.8137	0.82197	0.06397
103	5.19232	4.85986	0.80721	0.80852	0.81835	0.06403
68	0.63955	0.59858	0.39374	0.3976	0.41009	0.06405
103	19.57431	18.31851	0.94638	0.94887	0.95181	0.06416
157	7.9145	7.40603	0.86417	0.86491	0.87249	0.06425
13	2.36622	2.21388	0.69093	0.69544	0.70991	0.06438
13	13	12.1589	0.91115	0.91096	0.91551	0.0647
29	5.37535	5.02756	0.83582	0.83856	0.84736	0.0647
13	12.41643	11.61246	0.91366	0.91216	0.91677	0.06475
365	17.73136	16.58324	0.93416	0.93527	0.9394	0.06475
68	68	63.5805	0.97955	0.97817	0.97949	0.06499
19	0.32064	0.29973	0.26981	0.27452	0.28445	0.06522
68	3.42794	3.20419	0.73705	0.73844	0.75071	0.06527
13	2.40964	2.25224	0.69336	0.69704	0.71151	0.06532
103	1.73819	1.62438	0.59603	0.60272	0.61696	0.06548
68	6.86453	6.415	0.85577	0.86144	0.86923	0.06549
157	3.24655	3.03389	0.70745	0.71793	0.72927	0.0655
157	15.84898	14.80966	0.92987	0.93291	0.93685	0.06558
157	28.22726	26.37549	0.96311	0.96511	0.96726	0.0656
103	21.34273	19.94053	0.94883	0.94969	0.95283	0.0657
157	4.68335	4.37518	0.78661	0.7911	0.80184	0.0658
44	8.00874	7.4804	0.88378	0.88785	0.89445	0.06597
103	1.0304	0.96214	0.48902	0.49277	0.50589	0.06625
239	46.69793	43.59476	0.97453	0.97622	0.97777	0.06645
365	3.43287	3.20455	0.74022	0.73986	0.75284	0.06651
8	0.42371	0.3955	0.32304	0.32738	0.33827	0.06656
44	8.1557	7.61049	0.8805	0.8866	0.89321	0.06685
157	157	146.50201	0.9894	0.99043	0.99111	0.06687
68	12.37714	11.54951	0.92185	0.92414	0.92878	0.06687
239	12.04819	11.24144	0.90548	0.90702	0.91283	0.06696
44	42.02483	39.20917	0.97124	0.96966	0.97162	0.067
157	30.67605	28.62065	0.96102	0.96427	0.96657	0.067
103	10.39774	9.69983	0.89706	0.90285	0.90852	0.06712
4	4	3.73104	0.76162	0.77428	0.78549	0.06724
13	2.54005	2.3688	0.69643	0.70221	0.71648	0.06742
19	2.05917	1.9203	0.63481	0.63916	0.65485	0.06744
556	115.20928	107.43152	0.9907	0.99084	0.99149	0.06751
365	18.39996	17.15562	0.93597	0.93789	0.94204	0.06763
103	103	96.0325	0.98446	0.98526	0.98624	0.06765
103	5.45522	5.08617	0.81344	0.81645	0.82652	0.06765
157	155.13834	144.64081	0.99003	0.99157	0.99223	0.06767
157	29.83656	27.81737	0.96429	0.96487	0.96704	0.06768
103	20.12505	18.76172	0.94356	0.94682	0.95018	0.06774
68	3.30338	3.07943	0.72803	0.72967	0.74261	0.06779
68	12.60426	11.7494	0.91918	0.92253	0.92722	0.06782
68	13.28644	12.38492	0.91987	0.92232	0.92708	0.06785
19	3.52178	3.28244	0.76569	0.77182	0.78415	0.06796
103	18.74772	17.47361	0.94506	0.94817	0.95145	0.06796
157	157	146.325	0.98968	0.99212	0.99292	0.06799
19	0.56678	0.52823	0.37175	0.37454	0.38683	0.068
8	1.45613	1.35706	0.57357	0.57836	0.59606	0.06804
157	8.31524	7.74938	0.86799	0.87078	0.87847	0.06805
239	239	222.71499	0.99377	0.99628	0.99685	0.06814
4	0.49044	0.45693	0.35212	0.35908	0.37033	0.06831
239	45.41999	42.31556	0.97781	0.9761	0.97763	0.06835
4	0.16964	0.15804	0.19389	0.19866	0.20645	0.06836
5	0.32066	0.29872	0.27348	0.28099	0.29133	0.06842
13	13	12.10976	0.90668	0.91039	0.91536	0.06848
365	75.63199	70.44415	0.98506	0.98572	0.98674	0.06859
365	69.36526	64.60737	0.98337	0.98406	0.98515	0.06859
157	0.8431	0.78525	0.44711	0.45153	0.46551	0.06861
29	5.66628	5.27615	0.83281	0.83824	0.84744	0.06885
19	3.71239	3.45675	0.7708	0.77405	0.78607	0.06886
239	42.97015	40.01133	0.97428	0.97638	0.9779	0.06886
239	1.85634	1.72841	0.6133	0.61417	0.62911	0.06892
8	1.43833	1.33904	0.57025	0.57514	0.59326	0.06903
103	103	95.875	0.98568	0.98632	0.98744	0.06917
103	19.09175	17.77025	0.94415	0.9465	0.94986	0.06922
44	8.59711	8.00047	0.88171	0.88594	0.89281	0.0694
157	4.06262	3.78039	0.74335	0.75322	0.76435	0.06947
157	28.57663	26.58846	0.96152	0.96498	0.96727	0.06957
239	12.65823	11.77541	0.90947	0.91108	0.91682	0.06974
103	19.94192	18.54966	0.94461	0.94875	0.95206	0.06982
365	71.31692	66.32767	0.98412	0.98428	0.98538	0.06996
44	44	40.90768	0.9689	0.96756	0.96958	0.07028
157	29.10102	27.0545	0.96095	0.96348	0.96585	0.07032
365	19.3316	17.97061	0.93947	0.94035	0.94444	0.0704
44	44	40.90152	0.9698	0.96749	0.96959	0.07042
68	3.6015	3.3477	0.74452	0.74772	0.76076	0.07047
239	24.12679	22.42626	0.95286	0.95415	0.95726	0.07048
29	29	26.95434	0.95496	0.95357	0.95636	0.07054
239	44.30028	41.17387	0.97525	0.97522	0.97685	0.07057
103	20.44056	18.99405	0.94482	0.94859	0.95205	0.07077
239	43.502	40.42346	0.97346	0.97637	0.97795	0.07077
239	49.52341	46.01668	0.97639	0.97785	0.97945	0.07081
5	0.95021	0.88286	0.46243	0.46895	0.48708	0.07088
365	365	339.11902	0.99626	0.99648	0.99681	0.07091
157	32.53212	30.22089	0.96586	0.9663	0.96865	0.07104
19	0.41885	0.38908	0.33994	0.32497	0.33689	0.07107
2	0.41442	0.38495	0.29346	0.29958	0.31183	0.07111
2	0.41442	0.38495	0.29346	0.29958	0.31183	0.07111
13	0.73688	0.68438	0.4179	0.42236	0.43659	0.07125
239	239	221.8165	0.99243	0.99399	0.9945	0.0719
19	19	17.62763	0.93416	0.93392	0.93787	0.07223
103	5.83834	5.41634	0.82517	0.82853	0.83886	0.07228
239	46.27299	42.91268	0.97603	0.97671	0.97834	0.07262
239	13.54722	12.56309	0.9171	0.91837	0.92394	0.07264
103	1.33536	1.23816	0.53791	0.54535	0.5616	0.07279
365	70.66796	65.5151	0.98379	0.98454	0.98564	0.07292
68	3.85444	3.57326	0.75857	0.76236	0.77552	0.07295
29	29	26.88329	0.95603	0.95312	0.95604	0.07299
44	2.13748	1.98112	0.63918	0.64193	0.65768	0.07315
103	1.47181	1.36415	0.55894	0.56341	0.57878	0.07315
13	1.3577	1.25805	0.54104	0.54489	0.56185	0.0734
13	0.55131	0.51068	0.35549	0.36459	0.37843	0.07371
103	3.07252	2.84603	0.71013	0.71495	0.72949	0.07371
157	30.3969	28.15547	0.96348	0.96525	0.96767	0.07374
365	1.96008	1.8155	0.61399	0.61547	0.62986	0.07376
44	2.33039	2.15805	0.65722	0.66167	0.67753	0.07395
5	0.96805	0.89642	0.46324	0.47308	0.49208	0.074
5	5	4.62965	0.79644	0.80756	0.81838	0.07407
157	31.15698	28.84412	0.96496	0.96559	0.96809	0.07423
68	1.89531	1.75447	0.61459	0.61528	0.63125	0.07431
103	98.37631	91.06304	0.98559	0.98726	0.98831	0.07434
157	8.89922	8.23696	0.87528	0.88015	0.88811	0.07442
44	2.21808	2.05248	0.64491	0.65039	0.66645	0.07466
365	20.68926	19.14225	0.94385	0.94539	0.94939	0.07477
365	1.75811	1.62658	0.59483	0.59549	0.61027	0.07482
365	72.43501	67.0122	0.98496	0.985	0.9861	0.07486
4	3.97614	3.67805	0.76435	0.77575	0.78829	0.07497
556	108.63619	100.4745	0.98949	0.98958	0.99035	0.07513
44	4.48293	4.14586	0.79244	0.8019	0.8144	0.07519
4	0.45264	0.41855	0.34327	0.34761	0.35957	0.07531
365	65.62388	60.678	0.98309	0.98394	0.98505	0.07537
103	1.82939	1.69117	0.59981	0.60688	0.62247	0.07555
29	0.6927	0.64031	0.42806	0.41003	0.42504	0.07564
239	47.43005	43.82675	0.97526	0.97719	0.9789	0.07597
8	1.48285	1.37016	0.57198	0.57977	0.59937	0.076
8	1.56311	1.44431	0.58138	0.59028	0.60919	0.07601
2	2	1.84758	0.62939	0.63531	0.65293	0.07621
2	2	1.84758	0.62939	0.63531	0.65293	0.07621
4	0.43351	0.40046	0.3381	0.34275	0.35439	0.07623
103	2.1299	1.96743	0.6306	0.63826	0.65372	0.07628
68	0.41654	0.38476	0.31549	0.317	0.33063	0.0763
103	1.61295	1.48984	0.57523	0.5817	0.59762	0.07633
29	2.95466	2.7289	0.7163	0.72302	0.73949	0.07641
365	66.43611	61.34738	0.98332	0.98401	0.98515	0.0766
5	1.03605	0.9566	0.47501	0.48932	0.50864	0.07669
365	37.18798	34.32405	0.96991	0.96962	0.97213	0.07701
44	0.26953	0.24875	0.25005	0.25092	0.26186	0.0771
5	4.94071	4.55973	0.80344	0.81251	0.8238	0.07711
365	67.65524	62.4367	0.98345	0.98325	0.98448	0.07713
44	2.49405	2.30141	0.67325	0.6775	0.69394	0.07724
8	0.90528	0.83535	0.45751	0.46371	0.47896	0.07725
44	0.68903	0.63563	0.40938	0.41202	0.4269	0.0775
8	0.83551	0.77072	0.43124	0.44734	0.46197	0.07755
13	1.31234	1.21012	0.53258	0.53821	0.55607	0.07789
19	18.14709	16.72835	0.93663	0.93492	0.93925	0.07818
2	0.22632	0.20862	0.24751	0.25424	0.26381	0.0782
2	0.22632	0.20862	0.24751	0.25424	0.26381	0.0782
4	3.88727	3.58259	0.76869	0.78179	0.79535	0.07838
68	6.92817	6.38456	0.8553	0.86235	0.8716	0.07846
5	0.99226	0.91432	0.46653	0.47788	0.49762	0.07855
4	3.95257	3.64142	0.76645	0.77736	0.79079	0.07872
44	0.57044	0.52548	0.36393	0.37017	0.38547	0.07883
239	24.35048	22.4298	0.95307	0.95386	0.95727	0.07888
103	0.96833	0.89185	0.47715	0.4772	0.4927	0.07898
68	4.36093	4.01632	0.78106	0.78335	0.7968	0.07902
157	10.06862	9.27291	0.88978	0.8929	0.90062	0.07903
68	64.94747	59.79656	0.98076	0.98003	0.98167	0.07931
239	228.27125	210.14996	0.99379	0.99525	0.99571	0.07938
4	0.41775	0.38459	0.33459	0.33868	0.35043	0.07939
157	15.99592	14.7241	0.92986	0.93275	0.93745	0.07951
103	2.66529	2.45318	0.6673	0.67848	0.69382	0.07958
103	6.60553	6.07802	0.83945	0.84502	0.8556	0.07986
365	9.92522	9.13165	0.86764	0.86705	0.87517	0.07995
103	10.49414	9.65461	0.89736	0.90326	0.90992	0.08
103	1.10963	1.02065	0.49813	0.50412	0.52187	0.08019
365	23.40794	21.52953	0.94894	0.95207	0.95594	0.08025
239	6.49898	5.97511	0.82008	0.81907	0.8295	0.08061
239	15.32739	14.08824	0.92452	0.92742	0.93306	0.08085
556	15.11897	13.88926	0.90434	0.9041	0.91051	0.08134
13	2.42537	2.22802	0.6979	0.70212	0.72098	0.08137
19	3.54478	3.25492	0.77107	0.77966	0.79468	0.08177
157	3.75015	3.44316	0.74097	0.73604	0.74979	0.08186
157	4.2692	3.91589	0.76161	0.7593	0.77253	0.08276
29	0.80829	0.74137	0.43662	0.44002	0.45663	0.0828
556	103.05839	94.49537	0.98951	0.98876	0.98968	0.08309
44	0.44017	0.40355	0.33548	0.33622	0.35058	0.08319
13	0.68852	0.63123	0.40294	0.40678	0.42299	0.08321
44	2.82178	2.58622	0.69453	0.70205	0.7193	0.08348
68	0.74167	0.67976	0.42601	0.42725	0.44364	0.08348
5	4.97018	4.55368	0.79458	0.80871	0.82096	0.0838
2	0.3969	0.36341	0.28409	0.29075	0.30473	0.08439
2	0.3969	0.36341	0.28409	0.29075	0.30473	0.08439
19	1.91803	1.75592	0.61495	0.62197	0.64243	0.08452
103	2.09554	1.91727	0.64185	0.62521	0.64218	0.08507
103	2.16119	1.97636	0.64807	0.63349	0.65044	0.08552
29	0.86508	0.79076	0.44516	0.449	0.46683	0.08591
8	8	7.31104	0.85757	0.86442	0.87368	0.08612
29	5.41045	4.94401	0.83658	0.84494	0.85645	0.08621
4	0.76017	0.69437	0.4025	0.41251	0.4332	0.08655
29	2.92752	2.67391	0.7111	0.71754	0.73639	0.08663
8	7.77454	7.10033	0.86598	0.87478	0.88398	0.08672
5	0.50942	0.46525	0.36087	0.36696	0.38065	0.08672
13	0.65534	0.5985	0.39335	0.39866	0.4152	0.08674
157	2.01047	1.836	0.61469	0.61935	0.63688	0.08678
157	0.75623	0.69047	0.42542	0.42937	0.44677	0.08696
157	5.01245	4.57616	0.79397	0.79888	0.81274	0.08704
8	0.80759	0.73725	0.42421	0.44047	0.4569	0.0871
103	0.96873	0.88431	0.46799	0.47435	0.49316	0.08715
